epoch,time,train/box_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2
1,40.9862,3.5899,7.88346,0.04132,0.00056,0.04935,0.00041,5e-05,3.71208,7.4775,0.04737,9.94186e-05,9.94186e-05,0.0669599
2,72.8369,3.56431,5.94544,0.03999,0.00075,0.06647,7e-05,1e-05,3.67591,6.64722,0.04704,0.000199417,0.000199417,0.0337265
3,104.866,3.58077,5.65093,0.04107,0.00074,0.06415,0.00012,2e-05,3.6743,6.36807,0.04714,0.000299407,0.000299407,0.000493205
4,136.491,3.52772,5.55118,0.03995,0.00081,0.06888,0.0003,6e-05,3.655,6.30949,0.04715,0.000299974,0.000299974,0.000299974
5,167.987,3.52513,5.52738,0.04028,0.00093,0.07886,0.00011,2e-05,3.62572,6.25261,0.0467,0.000299953,0.000299953,0.000299953
6,199.649,3.5041,5.51848,0.03967,0.00074,0.06261,0.00011,2e-05,3.62294,6.2303,0.0465,0.000299927,0.000299927,0.000299927
7,231.195,3.52288,5.50694,0.04014,0.0008,0.06868,9e-05,2e-05,3.58278,6.1717,0.04621,0.000299894,0.000299894,0.000299894
8,262.979,3.47883,5.4586,0.03992,0.00093,0.07702,0.00018,4e-05,3.56255,6.12285,0.04582,0.000299856,0.000299856,0.000299856
9,294.416,3.46753,5.4192,0.03874,0.00095,0.07741,0.00014,3e-05,3.49681,6.05688,0.04518,0.000299812,0.000299812,0.000299812
10,325.712,3.42762,5.37756,0.03886,0.00105,0.08488,0.00057,0.0002,3.46842,5.9638,0.04481,0.000299763,0.000299763,0.000299763
11,357.313,3.41156,5.32217,0.03839,0.00103,0.08391,0.00021,4e-05,3.41309,5.90088,0.04374,0.000299707,0.000299707,0.000299707
12,388.515,3.33028,5.22453,0.03663,0.00115,0.09225,0.00026,5e-05,3.36029,5.80801,0.04345,0.000299645,0.000299645,0.000299645
13,419.901,3.33897,5.24046,0.03736,0.00115,0.09172,0.00025,6e-05,3.31533,5.72959,0.04276,0.000299578,0.000299578,0.000299578
14,451.896,3.26644,5.15207,0.0363,0.00133,0.10945,0.00065,0.00016,3.24153,5.5949,0.04164,0.000299505,0.000299505,0.000299505
15,483.301,3.24474,5.10714,0.03593,0.00156,0.13581,0.00692,0.0015,3.20648,5.48902,0.04095,0.000299426,0.000299426,0.000299426
16,514.613,3.18988,4.99831,0.03597,0.22821,0.00732,0.0126,0.00329,3.16371,5.41286,0.04025,0.000299341,0.000299341,0.000299341
17,546.203,3.13976,4.91596,0.03534,0.16685,0.01583,0.01463,0.00404,3.10433,5.3098,0.03909,0.00029925,0.00029925,0.00029925
18,577.835,3.08778,4.83672,0.03329,0.09138,0.02699,0.01589,0.00489,3.09507,5.27816,0.03897,0.000299154,0.000299154,0.000299154
19,609.547,3.03822,4.79914,0.03296,0.12346,0.03123,0.02094,0.00612,3.06687,5.20626,0.03785,0.000299051,0.000299051,0.000299051
20,641.002,3.0042,4.76769,0.03282,0.13481,0.03045,0.02208,0.00669,2.97608,5.15233,0.03664,0.000298943,0.000298943,0.000298943
21,672.735,2.98585,4.71733,0.03278,0.61837,0.03161,0.0213,0.00583,2.93141,5.10638,0.03581,0.000298829,0.000298829,0.000298829
22,704.58,2.93081,4.69234,0.03128,0.12143,0.03238,0.02231,0.00579,2.88772,5.06337,0.03495,0.000298709,0.000298709,0.000298709
23,736.026,2.88077,4.64342,0.03123,0.63705,0.03431,0.0235,0.0065,2.83826,4.98326,0.03441,0.000298584,0.000298584,0.000298584
24,767.569,2.86642,4.57717,0.03043,0.64487,0.03816,0.02764,0.00725,2.81599,4.93367,0.03378,0.000298452,0.000298452,0.000298452
25,799.116,2.82098,4.56557,0.02934,0.63655,0.0365,0.02636,0.00642,2.77333,4.90155,0.03226,0.000298315,0.000298315,0.000298315
26,831.17,2.79211,4.53095,0.02927,0.63219,0.03778,0.02742,0.00727,2.6995,4.80944,0.03074,0.000298172,0.000298172,0.000298172
27,862.557,2.74102,4.46918,0.02811,0.11933,0.04395,0.02999,0.00802,2.67423,4.76295,0.03015,0.000298023,0.000298023,0.000298023
28,894.307,2.71791,4.47467,0.02794,0.12283,0.04241,0.03116,0.00799,2.66502,4.72428,0.02975,0.000297868,0.000297868,0.000297868
29,926.117,2.67802,4.4022,0.02681,0.11997,0.04472,0.03396,0.00984,2.59768,4.66732,0.02843,0.000297708,0.000297708,0.000297708
30,957.887,2.68489,4.36388,0.0266,0.15455,0.05021,0.03863,0.00997,2.58564,4.6114,0.02809,0.000297542,0.000297542,0.000297542
31,989.482,2.65467,4.31301,0.0267,0.17521,0.05658,0.03672,0.01103,2.56153,4.57096,0.02808,0.00029737,0.00029737,0.00029737
32,1021.03,2.60203,4.28183,0.02565,0.18487,0.06107,0.04484,0.01257,2.53421,4.51582,0.02743,0.000297192,0.000297192,0.000297192
33,1052.97,2.59206,4.2357,0.02575,0.14084,0.07397,0.04417,0.01364,2.52109,4.50475,0.02689,0.000297008,0.000297008,0.000297008
34,1084.62,2.58745,4.16371,0.02529,0.17819,0.08303,0.05072,0.01482,2.506,4.47025,0.02659,0.000296819,0.000296819,0.000296819
35,1116.02,2.54922,4.14628,0.02445,0.18119,0.08487,0.04981,0.01641,2.49552,4.41743,0.02666,0.000296624,0.000296624,0.000296624
36,1147.51,2.51178,4.12692,0.02485,0.16268,0.08983,0.05038,0.01699,2.42896,4.38816,0.02537,0.000296424,0.000296424,0.000296424
37,1179.31,2.49438,4.06779,0.02417,0.19026,0.08694,0.06002,0.0199,2.45239,4.30124,0.02564,0.000296217,0.000296217,0.000296217
38,1210.71,2.47121,4.02085,0.02375,0.18635,0.08801,0.06492,0.02067,2.45165,4.27212,0.02577,0.000296005,0.000296005,0.000296005
39,1242.18,2.46353,4.00709,0.02352,0.22177,0.10033,0.07138,0.02539,2.41515,4.26538,0.02485,0.000295787,0.000295787,0.000295787
40,1273.72,2.435,3.9812,0.02339,0.22832,0.10805,0.07278,0.02586,2.3659,4.21114,0.02442,0.000295564,0.000295564,0.000295564
41,1305.29,2.43651,3.93482,0.0229,0.23176,0.1027,0.07493,0.02805,2.34195,4.13434,0.02388,0.000295335,0.000295335,0.000295335
