epoch,time,train/box_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
121,10353.5,0.92506,0.64645,0.00484,0.67939,0.64438,0.64344,0.32256,1.78097,1.47923,0.01408,0.022872,0.007624,0.022872,0.007624,0.022872,0.007624,0.022872,0.007624
122,10438.8,0.92748,0.64657,0.005,0.68501,0.64791,0.64621,0.32368,1.78532,1.46962,0.01412,0.0228126,0.0076042,0.0228126,0.0076042,0.0228126,0.0076042,0.0228126,0.0076042
123,10524.3,0.93188,0.65169,0.00488,0.68761,0.64779,0.64538,0.32398,1.78714,1.46594,0.01416,0.0227532,0.0075844,0.0227532,0.0075844,0.0227532,0.0075844,0.0227532,0.0075844
124,10609.8,0.92698,0.64834,0.00496,0.67779,0.64958,0.6457,0.32422,1.78639,1.46671,0.01417,0.0226938,0.0075646,0.0226938,0.0075646,0.0226938,0.0075646,0.0226938,0.0075646
125,10695,0.92248,0.63617,0.00483,0.67486,0.65421,0.64505,0.32397,1.78452,1.47339,0.01417,0.0226344,0.0075448,0.0226344,0.0075448,0.0226344,0.0075448,0.0226344,0.0075448
126,10780.7,0.9183,0.63431,0.00484,0.67502,0.64875,0.64525,0.3238,1.78325,1.47656,0.01418,0.022575,0.007525,0.022575,0.007525,0.022575,0.007525,0.022575,0.007525
127,10866,0.91797,0.63305,0.00482,0.67653,0.65245,0.64382,0.32383,1.78337,1.4761,0.01417,0.0225156,0.0075052,0.0225156,0.0075052,0.0225156,0.0075052,0.0225156,0.0075052
128,10951.5,0.91902,0.6315,0.00487,0.67464,0.65082,0.64369,0.3236,1.78404,1.47375,0.01418,0.0224562,0.0074854,0.0224562,0.0074854,0.0224562,0.0074854,0.0224562,0.0074854
129,11036.8,0.92398,0.6324,0.00483,0.67741,0.64687,0.64342,0.32411,1.78245,1.47758,0.01414,0.0223968,0.0074656,0.0223968,0.0074656,0.0223968,0.0074656,0.0223968,0.0074656
130,11122.5,0.91889,0.62531,0.00486,0.68029,0.64522,0.64357,0.32415,1.78127,1.47921,0.01414,0.0223374,0.0074458,0.0223374,0.0074458,0.0223374,0.0074458,0.0223374,0.0074458
131,11208,0.9218,0.63519,0.00477,0.67754,0.64255,0.64261,0.32311,1.78441,1.47529,0.01417,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426
132,11293.5,0.93243,0.63968,0.00487,0.6831,0.6372,0.64381,0.3233,1.78278,1.47289,0.01412,0.0222186,0.0074062,0.0222186,0.0074062,0.0222186,0.0074062,0.0222186,0.0074062
133,11378.8,0.92468,0.63587,0.00486,0.67522,0.65343,0.64504,0.32359,1.78284,1.46677,0.01413,0.0221592,0.0073864,0.0221592,0.0073864,0.0221592,0.0073864,0.0221592,0.0073864
134,11464.6,0.92442,0.63156,0.00488,0.6752,0.65498,0.6448,0.32363,1.78239,1.46961,0.01412,0.0220998,0.0073666,0.0220998,0.0073666,0.0220998,0.0073666,0.0220998,0.0073666
135,11550.2,0.91255,0.63256,0.00485,0.67822,0.65147,0.64603,0.3238,1.78485,1.46635,0.01415,0.0220404,0.0073468,0.0220404,0.0073468,0.0220404,0.0073468,0.0220404,0.0073468
136,11635.8,0.9284,0.63131,0.00483,0.68182,0.64737,0.64592,0.32373,1.78392,1.46945,0.01417,0.021981,0.007327,0.021981,0.007327,0.021981,0.007327,0.021981,0.007327
137,11721.1,0.91416,0.61815,0.00474,0.67831,0.64599,0.64531,0.32432,1.78338,1.4666,0.01417,0.0219216,0.0073072,0.0219216,0.0073072,0.0219216,0.0073072,0.0219216,0.0073072
138,11806.5,0.93086,0.61096,0.00478,0.67964,0.64872,0.6458,0.32486,1.78215,1.46636,0.01416,0.0218622,0.0072874,0.0218622,0.0072874,0.0218622,0.0072874,0.0218622,0.0072874
139,11892.1,0.92472,0.62412,0.0048,0.68504,0.64278,0.64596,0.32504,1.78156,1.46381,0.01414,0.0218028,0.0072676,0.0218028,0.0072676,0.0218028,0.0072676,0.0218028,0.0072676
140,11977.6,0.92359,0.61379,0.00475,0.67829,0.64741,0.64812,0.3254,1.77995,1.46325,0.01411,0.0217434,0.0072478,0.0217434,0.0072478,0.0217434,0.0072478,0.0217434,0.0072478
141,12063,0.91177,0.61263,0.00471,0.68655,0.64392,0.64926,0.32588,1.78017,1.46109,0.01416,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228
142,12148.2,0.90631,0.60948,0.0048,0.6918,0.63916,0.64689,0.32521,1.77769,1.46188,0.01408,0.0216246,0.0072082,0.0216246,0.0072082,0.0216246,0.0072082,0.0216246,0.0072082
143,12233.9,0.9245,0.61431,0.00484,0.68426,0.64424,0.64669,0.32459,1.77697,1.46225,0.01409,0.0215652,0.0071884,0.0215652,0.0071884,0.0215652,0.0071884,0.0215652,0.0071884
144,12319.4,0.91496,0.61981,0.00492,0.67609,0.64632,0.64776,0.32495,1.77691,1.46108,0.01408,0.0215058,0.0071686,0.0215058,0.0071686,0.0215058,0.0071686,0.0215058,0.0071686
145,12404.8,0.92152,0.6257,0.00483,0.68304,0.64857,0.64829,0.32445,1.77723,1.46031,0.01408,0.0214464,0.0071488,0.0214464,0.0071488,0.0214464,0.0071488,0.0214464,0.0071488
146,12490,0.92351,0.61564,0.00481,0.68394,0.64312,0.64807,0.32431,1.7769,1.46088,0.01406,0.021387,0.007129,0.021387,0.007129,0.021387,0.007129,0.021387,0.007129
147,12575.8,0.9069,0.61173,0.00482,0.68428,0.64434,0.64497,0.32323,1.77711,1.46268,0.01404,0.0213276,0.0071092,0.0213276,0.0071092,0.0213276,0.0071092,0.0213276,0.0071092
148,12661.3,0.90984,0.61276,0.00476,0.67478,0.64854,0.64411,0.32319,1.77046,1.47333,0.01397,0.0212682,0.0070894,0.0212682,0.0070894,0.0212682,0.0070894,0.0212682,0.0070894
149,12746.9,0.9025,0.60359,0.00466,0.6755,0.64471,0.64133,0.3233,1.77428,1.46461,0.01403,0.0212088,0.0070696,0.0212088,0.0070696,0.0212088,0.0070696,0.0212088,0.0070696
150,12832.3,0.89917,0.59437,0.00475,0.67762,0.64446,0.64219,0.32372,1.77073,1.46902,0.01399,0.0211494,0.0070498,0.0211494,0.0070498,0.0211494,0.0070498,0.0211494,0.0070498
151,12917.9,0.90235,0.60026,0.0047,0.68271,0.65129,0.64579,0.32479,1.77092,1.46811,0.01397,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703
152,13003.6,0.91235,0.60411,0.00478,0.6805,0.64998,0.64697,0.32536,1.77184,1.46605,0.01399,0.0210306,0.0070102,0.0210306,0.0070102,0.0210306,0.0070102,0.0210306,0.0070102
153,13089,0.90032,0.59317,0.00472,0.68233,0.65096,0.64711,0.32577,1.7722,1.46433,0.01401,0.0209712,0.0069904,0.0209712,0.0069904,0.0209712,0.0069904,0.0209712,0.0069904
154,13174.4,0.90462,0.60901,0.00471,0.68113,0.65096,0.64672,0.32592,1.77164,1.46543,0.01403,0.0209118,0.0069706,0.0209118,0.0069706,0.0209118,0.0069706,0.0209118,0.0069706
155,13260,0.90384,0.60543,0.00479,0.68036,0.65193,0.64726,0.32598,1.77217,1.4642,0.01405,0.0208524,0.0069508,0.0208524,0.0069508,0.0208524,0.0069508,0.0208524,0.0069508
156,13345.5,0.89355,0.60059,0.00468,0.67985,0.65096,0.64653,0.32566,1.77256,1.46371,0.01408,0.020793,0.006931,0.020793,0.006931,0.020793,0.006931,0.020793,0.006931
157,13431.1,0.89747,0.58508,0.00469,0.6759,0.65178,0.64612,0.32553,1.77509,1.45978,0.01411,0.0207336,0.0069112,0.0207336,0.0069112,0.0207336,0.0069112,0.0207336,0.0069112
158,13516.6,0.91496,0.59835,0.00477,0.6752,0.65337,0.64588,0.32522,1.77577,1.45895,0.01412,0.0206742,0.0068914,0.0206742,0.0068914,0.0206742,0.0068914,0.0206742,0.0068914
159,13602,0.89045,0.60253,0.00464,0.6838,0.65023,0.645,0.32459,1.77572,1.45946,0.01411,0.0206148,0.0068716,0.0206148,0.0068716,0.0206148,0.0068716,0.0206148,0.0068716
160,13687.4,0.89982,0.58697,0.00467,0.68086,0.65098,0.6455,0.32471,1.77335,1.46277,0.01409,0.0205554,0.0068518,0.0205554,0.0068518,0.0205554,0.0068518,0.0205554,0.0068518
161,13772.9,0.90267,0.58891,0.00474,0.6847,0.64803,0.64586,0.32515,1.77393,1.46235,0.01409,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832
162,13858.3,0.92139,0.60065,0.0048,0.68586,0.64811,0.64631,0.32527,1.77332,1.4601,0.01407,0.0204366,0.0068122,0.0204366,0.0068122,0.0204366,0.0068122,0.0204366,0.0068122
163,13943.7,0.88929,0.59416,0.00462,0.68246,0.64848,0.64695,0.3262,1.76888,1.46542,0.01402,0.0203772,0.0067924,0.0203772,0.0067924,0.0203772,0.0067924,0.0203772,0.0067924
164,14029.2,0.89596,0.59415,0.00464,0.68331,0.6477,0.64734,0.32605,1.76592,1.46459,0.014,0.0203178,0.0067726,0.0203178,0.0067726,0.0203178,0.0067726,0.0203178,0.0067726
165,14114.5,0.9148,0.60375,0.00477,0.68373,0.64848,0.64794,0.3263,1.77255,1.45218,0.01404,0.0202584,0.0067528,0.0202584,0.0067528,0.0202584,0.0067528,0.0202584,0.0067528
166,14200.1,0.89479,0.5845,0.00457,0.68337,0.64908,0.64844,0.32616,1.77295,1.44856,0.01404,0.020199,0.006733,0.020199,0.006733,0.020199,0.006733,0.020199,0.006733
167,14285.4,0.88901,0.5903,0.00454,0.68181,0.64964,0.64759,0.32548,1.77078,1.44749,0.01403,0.0201396,0.0067132,0.0201396,0.0067132,0.0201396,0.0067132,0.0201396,0.0067132
168,14371,0.89649,0.58251,0.00474,0.68338,0.64659,0.64545,0.32474,1.77006,1.44832,0.01403,0.0200802,0.0066934,0.0200802,0.0066934,0.0200802,0.0066934,0.0200802,0.0066934
169,14456.5,0.90267,0.58098,0.00467,0.68238,0.64659,0.64484,0.32501,1.76984,1.44735,0.01404,0.0200208,0.0066736,0.0200208,0.0066736,0.0200208,0.0066736,0.0200208,0.0066736
170,14542,0.90721,0.59571,0.00476,0.68028,0.64587,0.64463,0.32533,1.77017,1.44782,0.01404,0.0199614,0.0066538,0.0199614,0.0066538,0.0199614,0.0066538,0.0199614,0.0066538
171,14627.5,0.9022,0.59532,0.00465,0.68665,0.64033,0.64547,0.32565,1.77257,1.44204,0.01407,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634
172,14713.2,0.90325,0.5908,0.00469,0.68459,0.64216,0.64586,0.32602,1.77212,1.44259,0.01406,0.0198426,0.0066142,0.0198426,0.0066142,0.0198426,0.0066142,0.0198426,0.0066142
173,14798.8,0.8983,0.57765,0.00461,0.68406,0.64444,0.64652,0.32606,1.77083,1.44566,0.01405,0.0197832,0.0065944,0.0197832,0.0065944,0.0197832,0.0065944,0.0197832,0.0065944
174,14884.3,0.9052,0.58401,0.0047,0.68238,0.6467,0.64736,0.32603,1.77078,1.44517,0.01405,0.0197238,0.0065746,0.0197238,0.0065746,0.0197238,0.0065746,0.0197238,0.0065746
175,14969.6,0.90112,0.57576,0.00465,0.6839,0.64828,0.64909,0.32687,1.77292,1.44071,0.01408,0.0196644,0.0065548,0.0196644,0.0065548,0.0196644,0.0065548,0.0196644,0.0065548
176,15055.1,0.89511,0.57861,0.00466,0.68527,0.64926,0.64964,0.32746,1.77384,1.43837,0.01409,0.019605,0.006535,0.019605,0.006535,0.019605,0.006535,0.019605,0.006535
177,15140.6,0.90683,0.59223,0.00472,0.6848,0.64649,0.65073,0.32749,1.77218,1.43945,0.0141,0.0195456,0.0065152,0.0195456,0.0065152,0.0195456,0.0065152,0.0195456,0.0065152
178,15226.3,0.89642,0.58613,0.00476,0.6884,0.64643,0.65145,0.32774,1.77084,1.44131,0.01409,0.0194862,0.0064954,0.0194862,0.0064954,0.0194862,0.0064954,0.0194862,0.0064954
179,15311.8,0.91676,0.583,0.00477,0.68536,0.64784,0.65142,0.3287,1.77053,1.43934,0.01407,0.0194268,0.0064756,0.0194268,0.0064756,0.0194268,0.0064756,0.0194268,0.0064756
180,15397.2,0.89754,0.58541,0.00473,0.68536,0.64978,0.65318,0.32909,1.77113,1.43389,0.01407,0.0193674,0.0064558,0.0193674,0.0064558,0.0193674,0.0064558,0.0193674,0.0064558
181,15482.6,0.88002,0.57449,0.00468,0.6843,0.65169,0.65334,0.32953,1.76683,1.43874,0.01403,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436
182,15568.2,0.89823,0.5851,0.00463,0.68001,0.65173,0.65417,0.32978,1.76615,1.43805,0.01402,0.0192486,0.0064162,0.0192486,0.0064162,0.0192486,0.0064162,0.0192486,0.0064162
183,15654.1,0.88094,0.5708,0.00465,0.68848,0.65004,0.65384,0.32935,1.76806,1.43075,0.01407,0.0191892,0.0063964,0.0191892,0.0063964,0.0191892,0.0063964,0.0191892,0.0063964
184,15740.3,0.90478,0.58395,0.00464,0.68493,0.6505,0.65308,0.3292,1.76813,1.43023,0.01407,0.0191298,0.0063766,0.0191298,0.0063766,0.0191298,0.0063766,0.0191298,0.0063766
185,15825.7,0.87198,0.56754,0.00459,0.68557,0.65147,0.65339,0.32931,1.76715,1.43155,0.01405,0.0190704,0.0063568,0.0190704,0.0063568,0.0190704,0.0063568,0.0190704,0.0063568
186,15911.2,0.89637,0.57285,0.00459,0.68683,0.65076,0.65321,0.32987,1.76567,1.43193,0.01403,0.019011,0.006337,0.019011,0.006337,0.019011,0.006337,0.019011,0.006337
187,15996.6,0.88958,0.57727,0.00463,0.68797,0.65275,0.65386,0.33001,1.76431,1.43383,0.01401,0.0189516,0.0063172,0.0189516,0.0063172,0.0189516,0.0063172,0.0189516,0.0063172
188,16082,0.88126,0.57136,0.00454,0.68703,0.65292,0.65297,0.32964,1.76351,1.43512,0.01399,0.0188922,0.0062974,0.0188922,0.0062974,0.0188922,0.0062974,0.0188922,0.0062974
189,16167.5,0.88768,0.57763,0.00452,0.69479,0.64927,0.65527,0.33078,1.76174,1.43614,0.01398,0.0188328,0.0062776,0.0188328,0.0062776,0.0188328,0.0062776,0.0188328,0.0062776
190,16253.1,0.90005,0.56611,0.00459,0.68742,0.65172,0.65463,0.33121,1.76076,1.43736,0.01398,0.0187734,0.0062578,0.0187734,0.0062578,0.0187734,0.0062578,0.0187734,0.0062578
191,16338.6,0.89586,0.57545,0.00463,0.6885,0.65199,0.65443,0.33088,1.76049,1.43669,0.01399,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238
192,16424.1,0.87739,0.56091,0.00452,0.68962,0.6515,0.65537,0.33071,1.75805,1.43837,0.01397,0.0186546,0.0062182,0.0186546,0.0062182,0.0186546,0.0062182,0.0186546,0.0062182
193,16509.5,0.87991,0.55277,0.00453,0.68395,0.65219,0.65503,0.33116,1.75877,1.43589,0.01398,0.0185952,0.0061984,0.0185952,0.0061984,0.0185952,0.0061984,0.0185952,0.0061984
194,16595,0.8782,0.56734,0.00458,0.68559,0.65317,0.65621,0.33132,1.7604,1.43394,0.01399,0.0185358,0.0061786,0.0185358,0.0061786,0.0185358,0.0061786,0.0185358,0.0061786
195,16680.4,0.89141,0.57706,0.00453,0.70535,0.64445,0.65724,0.33145,1.75911,1.43513,0.01398,0.0184764,0.0061588,0.0184764,0.0061588,0.0184764,0.0061588,0.0184764,0.0061588
196,16765.8,0.87107,0.55825,0.00449,0.68472,0.65004,0.65724,0.33213,1.76197,1.43198,0.014,0.018417,0.006139,0.018417,0.006139,0.018417,0.006139,0.018417,0.006139
197,16851.2,0.89165,0.56227,0.0046,0.69183,0.64789,0.65601,0.33172,1.75889,1.43764,0.01397,0.0183576,0.0061192,0.0183576,0.0061192,0.0183576,0.0061192,0.0183576,0.0061192
198,16936.7,0.87697,0.56769,0.00459,0.70351,0.64209,0.65686,0.33241,1.75703,1.44554,0.01394,0.0182982,0.0060994,0.0182982,0.0060994,0.0182982,0.0060994,0.0182982,0.0060994
199,17022.1,0.87973,0.56106,0.00463,0.71331,0.63643,0.65635,0.33193,1.75546,1.45048,0.0139,0.0182388,0.0060796,0.0182388,0.0060796,0.0182388,0.0060796,0.0182388,0.0060796
200,17107.9,0.87776,0.5642,0.00459,0.69201,0.64454,0.65633,0.33188,1.75678,1.44929,0.01391,0.0181794,0.0060598,0.0181794,0.0060598,0.0181794,0.0060598,0.0181794,0.0060598
201,17193.3,0.8928,0.57741,0.00453,0.69627,0.64311,0.65739,0.33142,1.75382,1.45427,0.01391,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604
202,17278.9,0.87462,0.566,0.00452,0.69807,0.64085,0.656,0.33031,1.75268,1.45475,0.01389,0.0180606,0.0060202,0.0180606,0.0060202,0.0180606,0.0060202,0.0180606,0.0060202
203,17364.3,0.88217,0.55206,0.00444,0.70301,0.63891,0.65677,0.33085,1.75368,1.45035,0.01394,0.0180012,0.0060004,0.0180012,0.0060004,0.0180012,0.0060004,0.0180012,0.0060004
204,17450.1,0.87297,0.54974,0.00447,0.70497,0.63925,0.65789,0.331,1.7548,1.44908,0.01398,0.0179418,0.0059806,0.0179418,0.0059806,0.0179418,0.0059806,0.0179418,0.0059806
205,17535.6,0.87138,0.55136,0.00458,0.68504,0.65089,0.65687,0.33085,1.75787,1.44744,0.01399,0.0178824,0.0059608,0.0178824,0.0059608,0.0178824,0.0059608,0.0178824,0.0059608
206,17621.1,0.88398,0.55976,0.00449,0.68336,0.65658,0.65691,0.33056,1.7579,1.44771,0.01399,0.017823,0.005941,0.017823,0.005941,0.017823,0.005941,0.017823,0.005941
207,17706.5,0.88153,0.55957,0.00454,0.68725,0.64639,0.65634,0.3311,1.7583,1.44865,0.01399,0.0177636,0.0059212,0.0177636,0.0059212,0.0177636,0.0059212,0.0177636,0.0059212
208,17792,0.87477,0.55476,0.00456,0.68731,0.64808,0.65573,0.33036,1.75909,1.44775,0.014,0.0177042,0.0059014,0.0177042,0.0059014,0.0177042,0.0059014,0.0177042,0.0059014
209,17877.5,0.89549,0.56389,0.00469,0.68534,0.64737,0.65416,0.32937,1.75873,1.45142,0.01399,0.0176448,0.0058816,0.0176448,0.0058816,0.0176448,0.0058816,0.0176448,0.0058816
210,17962.9,0.87316,0.56003,0.00457,0.68064,0.65121,0.65256,0.32823,1.75815,1.45539,0.014,0.0175854,0.0058618,0.0175854,0.0058618,0.0175854,0.0058618,0.0175854,0.0058618
211,18048.3,0.86466,0.54179,0.00433,0.67203,0.65848,0.65195,0.32714,1.75841,1.4573,0.01399,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842
212,18133.7,0.86418,0.54336,0.00453,0.67346,0.65799,0.65271,0.32732,1.75672,1.46039,0.01396,0.0174666,0.0058222,0.0174666,0.0058222,0.0174666,0.0058222,0.0174666,0.0058222
213,18219.5,0.87669,0.55315,0.00459,0.67652,0.65968,0.65277,0.32834,1.75867,1.45527,0.01398,0.0174072,0.0058024,0.0174072,0.0058024,0.0174072,0.0058024,0.0174072,0.0058024
214,18305.2,0.86911,0.54709,0.00439,0.6822,0.64926,0.65393,0.32839,1.7563,1.45901,0.01394,0.0173478,0.0057826,0.0173478,0.0057826,0.0173478,0.0057826,0.0173478,0.0057826
215,18390.9,0.86363,0.55521,0.00454,0.67996,0.66061,0.65343,0.32859,1.76051,1.45187,0.01397,0.0172884,0.0057628,0.0172884,0.0057628,0.0172884,0.0057628,0.0172884,0.0057628
216,18476.3,0.86907,0.54654,0.00444,0.67897,0.65443,0.65353,0.32877,1.76574,1.44539,0.01402,0.017229,0.005743,0.017229,0.005743,0.017229,0.005743,0.017229,0.005743
217,18561.5,0.85829,0.54987,0.0044,0.68432,0.65016,0.65463,0.32953,1.76512,1.44455,0.01399,0.0171696,0.0057232,0.0171696,0.0057232,0.0171696,0.0057232,0.0171696,0.0057232
218,18646.8,0.86099,0.54121,0.0044,0.68669,0.65169,0.65729,0.32985,1.76412,1.44661,0.01399,0.0171102,0.0057034,0.0171102,0.0057034,0.0171102,0.0057034,0.0171102,0.0057034
219,18732.3,0.8675,0.54547,0.00445,0.68516,0.65508,0.65784,0.32995,1.76584,1.44587,0.014,0.0170508,0.0056836,0.0170508,0.0056836,0.0170508,0.0056836,0.0170508,0.0056836
220,18817.8,0.86941,0.54779,0.0045,0.68244,0.65581,0.65731,0.32985,1.76749,1.44485,0.01401,0.0169914,0.0056638,0.0169914,0.0056638,0.0169914,0.0056638,0.0169914,0.0056638
221,18903.3,0.86153,0.53672,0.00439,0.68146,0.65588,0.65649,0.32948,1.76982,1.44716,0.01403,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644
222,18989,0.87602,0.53821,0.00437,0.68353,0.65679,0.65631,0.32985,1.7694,1.44863,0.01403,0.0168726,0.0056242,0.0168726,0.0056242,0.0168726,0.0056242,0.0168726,0.0056242
223,19074.6,0.88405,0.55171,0.00455,0.68359,0.6573,0.65715,0.33039,1.77087,1.44623,0.01403,0.0168132,0.0056044,0.0168132,0.0056044,0.0168132,0.0056044,0.0168132,0.0056044
224,19160.2,0.87886,0.55082,0.00451,0.68558,0.65769,0.65811,0.33086,1.77285,1.44113,0.01404,0.0167538,0.0055846,0.0167538,0.0055846,0.0167538,0.0055846,0.0167538,0.0055846
225,19246,0.86082,0.53619,0.00433,0.68761,0.65656,0.65821,0.3315,1.76634,1.45182,0.01398,0.0166944,0.0055648,0.0166944,0.0055648,0.0166944,0.0055648,0.0166944,0.0055648
226,19331.5,0.87198,0.54173,0.00446,0.68718,0.65982,0.65932,0.33201,1.7656,1.45374,0.01397,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545
227,19417.3,0.87053,0.54675,0.00439,0.69305,0.65727,0.65936,0.33172,1.76631,1.45424,0.01396,0.0165756,0.0055252,0.0165756,0.0055252,0.0165756,0.0055252,0.0165756,0.0055252
228,19502.7,0.86999,0.5316,0.00437,0.69457,0.65451,0.65997,0.33203,1.76933,1.45131,0.01401,0.0165162,0.0055054,0.0165162,0.0055054,0.0165162,0.0055054,0.0165162,0.0055054
229,19588.4,0.86026,0.54716,0.00443,0.69728,0.65291,0.66071,0.33237,1.76993,1.45196,0.014,0.0164568,0.0054856,0.0164568,0.0054856,0.0164568,0.0054856,0.0164568,0.0054856
230,19673.8,0.86832,0.53607,0.00447,0.68756,0.65907,0.65994,0.33216,1.77167,1.44922,0.014,0.0163974,0.0054658,0.0163974,0.0054658,0.0163974,0.0054658,0.0163974,0.0054658
231,19759.6,0.87168,0.53389,0.00439,0.68637,0.66128,0.65972,0.33189,1.77138,1.45132,0.01398,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446
232,19845.1,0.8673,0.544,0.00446,0.6921,0.65509,0.66058,0.33224,1.77315,1.45011,0.01403,0.0162786,0.0054262,0.0162786,0.0054262,0.0162786,0.0054262,0.0162786,0.0054262
233,19930.6,0.85752,0.53356,0.00439,0.68886,0.658,0.66038,0.33173,1.77552,1.44585,0.01405,0.0162192,0.0054064,0.0162192,0.0054064,0.0162192,0.0054064,0.0162192,0.0054064
234,20016.2,0.87329,0.54354,0.00446,0.69174,0.65293,0.65991,0.33102,1.77431,1.44952,0.01404,0.0161598,0.0053866,0.0161598,0.0053866,0.0161598,0.0053866,0.0161598,0.0053866
235,20101.6,0.87346,0.53755,0.00439,0.68625,0.65701,0.65927,0.33095,1.77371,1.44953,0.01403,0.0161004,0.0053668,0.0161004,0.0053668,0.0161004,0.0053668,0.0161004,0.0053668
236,20187,0.86351,0.53008,0.0044,0.69224,0.64978,0.65929,0.33119,1.77418,1.45002,0.01404,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347
237,20272.5,0.85462,0.53066,0.00434,0.68745,0.65268,0.65965,0.33159,1.77577,1.44872,0.01402,0.0159816,0.0053272,0.0159816,0.0053272,0.0159816,0.0053272,0.0159816,0.0053272
238,20357.8,0.87346,0.54761,0.00441,0.68778,0.65776,0.66111,0.33204,1.77761,1.4451,0.01406,0.0159222,0.0053074,0.0159222,0.0053074,0.0159222,0.0053074,0.0159222,0.0053074
239,20443.3,0.85749,0.53601,0.00433,0.68418,0.66053,0.65952,0.33074,1.7778,1.44813,0.01407,0.0158628,0.0052876,0.0158628,0.0052876,0.0158628,0.0052876,0.0158628,0.0052876
240,20528.6,0.86592,0.53262,0.00439,0.67808,0.66,0.65829,0.33017,1.77653,1.45236,0.01404,0.0158034,0.0052678,0.0158034,0.0052678,0.0158034,0.0052678,0.0158034,0.0052678
241,20614.3,0.8616,0.54392,0.0043,0.68563,0.65814,0.6586,0.3307,1.77651,1.45185,0.01404,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248
242,20699.7,0.86724,0.54082,0.00442,0.68717,0.65405,0.65924,0.33066,1.77572,1.45088,0.01402,0.0156846,0.0052282,0.0156846,0.0052282,0.0156846,0.0052282,0.0156846,0.0052282
243,20785.3,0.85606,0.53086,0.00442,0.68304,0.65701,0.65972,0.33125,1.77827,1.4493,0.01404,0.0156252,0.0052084,0.0156252,0.0052084,0.0156252,0.0052084,0.0156252,0.0052084
244,20870.9,0.85578,0.53193,0.00438,0.68667,0.65595,0.66046,0.33139,1.77751,1.45012,0.01403,0.0155658,0.0051886,0.0155658,0.0051886,0.0155658,0.0051886,0.0155658,0.0051886
245,20956.2,0.84007,0.5229,0.00424,0.68719,0.65414,0.65989,0.33076,1.77929,1.44917,0.01406,0.0155064,0.0051688,0.0155064,0.0051688,0.0155064,0.0051688,0.0155064,0.0051688
246,21041.9,0.87642,0.52352,0.00434,0.68442,0.65724,0.66123,0.33183,1.78048,1.44369,0.01406,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149
247,21127.4,0.85048,0.52171,0.00438,0.68692,0.65502,0.66137,0.33191,1.78024,1.44437,0.01406,0.0153876,0.0051292,0.0153876,0.0051292,0.0153876,0.0051292,0.0153876,0.0051292
248,21213.1,0.86838,0.52767,0.00436,0.68652,0.65706,0.66259,0.33193,1.77862,1.44704,0.01405,0.0153282,0.0051094,0.0153282,0.0051094,0.0153282,0.0051094,0.0153282,0.0051094
249,21298.6,0.85906,0.53698,0.00435,0.68783,0.65825,0.66297,0.33193,1.77811,1.44346,0.01404,0.0152688,0.0050896,0.0152688,0.0050896,0.0152688,0.0050896,0.0152688,0.0050896
250,21384,0.84678,0.52822,0.0044,0.68708,0.65994,0.66272,0.33233,1.77815,1.44334,0.01403,0.0152094,0.0050698,0.0152094,0.0050698,0.0152094,0.0050698,0.0152094,0.0050698
251,21469.3,0.86527,0.53646,0.00437,0.68909,0.66238,0.66262,0.33211,1.77749,1.44479,0.01404,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505
252,21554.9,0.8592,0.52144,0.00429,0.69522,0.65974,0.66292,0.33175,1.77896,1.44366,0.01405,0.0150906,0.0050302,0.0150906,0.0050302,0.0150906,0.0050302,0.0150906,0.0050302
253,21640.5,0.86201,0.5284,0.00438,0.68632,0.66195,0.6625,0.33188,1.77306,1.45104,0.01397,0.0150312,0.0050104,0.0150312,0.0050104,0.0150312,0.0050104,0.0150312,0.0050104
254,21726.3,0.83663,0.51314,0.00428,0.69146,0.65779,0.66295,0.33166,1.77372,1.44937,0.01399,0.0149718,0.0049906,0.0149718,0.0049906,0.0149718,0.0049906,0.0149718,0.0049906
