epoch,time,train/box_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
255,21811.7,0.84512,0.51869,0.00434,0.6909,0.65911,0.66221,0.33125,1.77233,1.45308,0.01398,0.0149124,0.0049708,0.0149124,0.0049708,0.0149124,0.0049708,0.0149124,0.0049708
256,21897.5,0.84708,0.5196,0.0043,0.67346,0.67252,0.66172,0.33133,1.77262,1.45447,0.01399,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951
257,21983.4,0.84764,0.51906,0.00436,0.69166,0.66046,0.66128,0.33088,1.77251,1.45688,0.014,0.0147936,0.0049312,0.0147936,0.0049312,0.0147936,0.0049312,0.0147936,0.0049312
258,22069.1,0.83898,0.51298,0.00423,0.69651,0.66118,0.66211,0.33041,1.77514,1.45299,0.01404,0.0147342,0.0049114,0.0147342,0.0049114,0.0147342,0.0049114,0.0147342,0.0049114
259,22154.6,0.85382,0.51913,0.0043,0.69552,0.65949,0.66294,0.33148,1.77679,1.44976,0.01405,0.0146748,0.0048916,0.0146748,0.0048916,0.0146748,0.0048916,0.0146748,0.0048916
260,22240.1,0.8554,0.52007,0.00429,0.67306,0.67669,0.66315,0.33158,1.778,1.44792,0.01406,0.0146154,0.0048718,0.0146154,0.0048718,0.0146154,0.0048718,0.0146154,0.0048718
261,22325.6,0.83826,0.50902,0.00423,0.67268,0.67994,0.66376,0.33199,1.77796,1.44862,0.01405,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852
262,22411.1,0.83686,0.50861,0.00421,0.6692,0.67617,0.66269,0.33092,1.78063,1.4475,0.0141,0.0144966,0.0048322,0.0144966,0.0048322,0.0144966,0.0048322,0.0144966,0.0048322
263,22496.6,0.85525,0.51634,0.00422,0.66646,0.6773,0.66186,0.3314,1.78083,1.44728,0.01409,0.0144372,0.0048124,0.0144372,0.0048124,0.0144372,0.0048124,0.0144372,0.0048124
264,22582.2,0.84379,0.51225,0.00427,0.67158,0.67787,0.66164,0.33129,1.78247,1.44571,0.01411,0.0143778,0.0047926,0.0143778,0.0047926,0.0143778,0.0047926,0.0143778,0.0047926
265,22667.7,0.83001,0.50214,0.00427,0.67077,0.67513,0.66058,0.33103,1.7805,1.45172,0.01407,0.0143184,0.0047728,0.0143184,0.0047728,0.0143184,0.0047728,0.0143184,0.0047728
266,22753.2,0.84221,0.50436,0.00433,0.67381,0.67559,0.66236,0.33122,1.78866,1.44033,0.01417,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753
267,22838.7,0.83391,0.50564,0.00421,0.67959,0.67128,0.66322,0.33186,1.79179,1.43843,0.01419,0.0141996,0.0047332,0.0141996,0.0047332,0.0141996,0.0047332,0.0141996,0.0047332
268,22924.1,0.84154,0.50636,0.00422,0.67962,0.67154,0.66338,0.3325,1.79229,1.43683,0.0142,0.0141402,0.0047134,0.0141402,0.0047134,0.0141402,0.0047134,0.0141402,0.0047134
269,23009.8,0.85251,0.5034,0.0042,0.68116,0.67327,0.6637,0.33288,1.79396,1.43263,0.01423,0.0140808,0.0046936,0.0140808,0.0046936,0.0140808,0.0046936,0.0140808,0.0046936
270,23095.3,0.84893,0.50046,0.00426,0.68393,0.66939,0.66298,0.33268,1.7953,1.42938,0.01427,0.0140214,0.0046738,0.0140214,0.0046738,0.0140214,0.0046738,0.0140214,0.0046738
271,23180.9,0.82928,0.50265,0.00427,0.68537,0.66857,0.6628,0.3319,1.7966,1.42714,0.01427,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654
272,23266.3,0.84249,0.51037,0.0043,0.68674,0.66878,0.66395,0.33235,1.79569,1.42961,0.01426,0.0139026,0.0046342,0.0139026,0.0046342,0.0139026,0.0046342,0.0139026,0.0046342
273,23351.7,0.83686,0.50667,0.00429,0.69875,0.66477,0.66518,0.33187,1.79424,1.43073,0.01424,0.0138432,0.0046144,0.0138432,0.0046144,0.0138432,0.0046144,0.0138432,0.0046144
274,23437.3,0.84082,0.50606,0.00422,0.69048,0.66913,0.66487,0.33112,1.79418,1.43217,0.01423,0.0137838,0.0045946,0.0137838,0.0045946,0.0137838,0.0045946,0.0137838,0.0045946
275,23522.9,0.82112,0.49446,0.00424,0.69171,0.66815,0.66574,0.33212,1.79592,1.42888,0.01425,0.0137244,0.0045748,0.0137244,0.0045748,0.0137244,0.0045748,0.0137244,0.0045748
276,23609.6,0.84417,0.5,0.00421,0.69514,0.67411,0.66716,0.33306,1.79529,1.42937,0.01424,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555
277,23697.7,0.84065,0.50485,0.00422,0.69195,0.67724,0.66676,0.33289,1.79677,1.42857,0.01424,0.0136056,0.0045352,0.0136056,0.0045352,0.0136056,0.0045352,0.0136056,0.0045352
278,23785.5,0.8447,0.50937,0.00421,0.69204,0.67403,0.66767,0.33317,1.79671,1.42989,0.01425,0.0135462,0.0045154,0.0135462,0.0045154,0.0135462,0.0045154,0.0135462,0.0045154
279,23873.4,0.8389,0.50483,0.00424,0.69494,0.67447,0.66852,0.33369,1.7967,1.42797,0.01424,0.0134868,0.0044956,0.0134868,0.0044956,0.0134868,0.0044956,0.0134868,0.0044956
280,23961.1,0.82222,0.49719,0.00415,0.69181,0.67493,0.66813,0.33372,1.79723,1.4279,0.01425,0.0134274,0.0044758,0.0134274,0.0044758,0.0134274,0.0044758,0.0134274,0.0044758
281,24048.8,0.82881,0.49173,0.00415,0.69305,0.67349,0.66762,0.33376,1.79807,1.42647,0.01427,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456
282,24136.7,0.83487,0.49384,0.00406,0.69165,0.67421,0.66622,0.33334,1.79754,1.4249,0.01428,0.0133086,0.0044362,0.0133086,0.0044362,0.0133086,0.0044362,0.0133086,0.0044362
283,24224.5,0.83545,0.49713,0.00417,0.69577,0.67255,0.66584,0.33384,1.79746,1.4262,0.01427,0.0132492,0.0044164,0.0132492,0.0044164,0.0132492,0.0044164,0.0132492,0.0044164
284,24312.2,0.82475,0.49405,0.00411,0.69269,0.67421,0.66633,0.33404,1.79941,1.41787,0.01436,0.0131898,0.0043966,0.0131898,0.0043966,0.0131898,0.0043966,0.0131898,0.0043966
285,24400,0.82525,0.49562,0.00424,0.69641,0.6718,0.66525,0.33345,1.80037,1.41827,0.01437,0.0131304,0.0043768,0.0131304,0.0043768,0.0131304,0.0043768,0.0131304,0.0043768
286,24487.8,0.82145,0.47517,0.00407,0.69386,0.67545,0.66558,0.33357,1.80243,1.41581,0.01438,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357
287,24575.8,0.83919,0.48543,0.00416,0.70003,0.67382,0.66504,0.33403,1.80548,1.41161,0.01442,0.0130116,0.0043372,0.0130116,0.0043372,0.0130116,0.0043372,0.0130116,0.0043372
288,24663.7,0.82252,0.48735,0.00413,0.7014,0.67114,0.66456,0.33381,1.80415,1.41369,0.01439,0.0129522,0.0043174,0.0129522,0.0043174,0.0129522,0.0043174,0.0129522,0.0043174
289,24751.3,0.81397,0.48618,0.00411,0.70409,0.67011,0.66378,0.33326,1.80408,1.41471,0.0144,0.0128928,0.0042976,0.0128928,0.0042976,0.0128928,0.0042976,0.0128928,0.0042976
290,24839.3,0.83668,0.50103,0.00414,0.70632,0.66878,0.66395,0.33362,1.80575,1.41344,0.01442,0.0128334,0.0042778,0.0128334,0.0042778,0.0128334,0.0042778,0.0128334,0.0042778
291,24927.1,0.83315,0.49075,0.00414,0.7102,0.66861,0.66465,0.33341,1.80237,1.41705,0.01435,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258
292,25015,0.82283,0.48511,0.00413,0.70985,0.66696,0.66574,0.3341,1.80455,1.41214,0.01439,0.0127146,0.0042382,0.0127146,0.0042382,0.0127146,0.0042382,0.0127146,0.0042382
293,25102.9,0.82878,0.4888,0.00421,0.70738,0.66766,0.66521,0.3336,1.80468,1.41325,0.0144,0.0126552,0.0042184,0.0126552,0.0042184,0.0126552,0.0042184,0.0126552,0.0042184
294,25189.1,0.8136,0.47566,0.00409,0.70695,0.67285,0.66601,0.33369,1.80772,1.40786,0.01442,0.0125958,0.0041986,0.0125958,0.0041986,0.0125958,0.0041986,0.0125958,0.0041986
295,25272.9,0.83056,0.48764,0.00417,0.7085,0.67102,0.66619,0.33378,1.80633,1.41334,0.0144,0.0125364,0.0041788,0.0125364,0.0041788,0.0125364,0.0041788,0.0125364,0.0041788
296,25357.2,0.82768,0.48821,0.00416,0.7086,0.67066,0.66709,0.33497,1.80759,1.41119,0.0144,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159
297,25441.1,0.81077,0.48471,0.00406,0.70617,0.67396,0.66653,0.33459,1.80852,1.41125,0.0144,0.0124176,0.0041392,0.0124176,0.0041392,0.0124176,0.0041392,0.0124176,0.0041392
298,25524.9,0.81534,0.48694,0.00406,0.7176,0.66646,0.66607,0.3344,1.80952,1.41039,0.01441,0.0123582,0.0041194,0.0123582,0.0041194,0.0123582,0.0041194,0.0123582,0.0041194
299,25608.7,0.83617,0.49969,0.00405,0.71524,0.66824,0.66518,0.33428,1.80568,1.41775,0.01436,0.0122988,0.0040996,0.0122988,0.0040996,0.0122988,0.0040996,0.0122988,0.0040996
300,25692.9,0.81175,0.47768,0.00407,0.71549,0.66841,0.66375,0.33473,1.80654,1.41544,0.01438,0.0122394,0.0040798,0.0122394,0.0040798,0.0122394,0.0040798,0.0122394,0.0040798
301,25776.6,0.80977,0.47576,0.00405,0.71621,0.66568,0.6643,0.33469,1.80388,1.4193,0.01436,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406
302,25860.4,0.8172,0.47708,0.00414,0.71717,0.66574,0.66375,0.33476,1.80499,1.41692,0.0144,0.0121206,0.0040402,0.0121206,0.0040402,0.0121206,0.0040402,0.0121206,0.0040402
303,25944.3,0.82102,0.48636,0.00411,0.71621,0.66777,0.66298,0.33454,1.80517,1.41553,0.0144,0.0120612,0.0040204,0.0120612,0.0040204,0.0120612,0.0040204,0.0120612,0.0040204
304,26028.4,0.80268,0.47123,0.00398,0.72103,0.66586,0.6639,0.33477,1.80597,1.41361,0.01439,0.0120018,0.0040006,0.0120018,0.0040006,0.0120018,0.0040006,0.0120018,0.0040006
305,26112.4,0.80245,0.47094,0.00402,0.72072,0.66714,0.66352,0.33516,1.80499,1.41815,0.01438,0.0119424,0.0039808,0.0119424,0.0039808,0.0119424,0.0039808,0.0119424,0.0039808
306,26196.3,0.82734,0.48156,0.00411,0.7241,0.66429,0.66496,0.33508,1.80699,1.41482,0.01441,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961
307,26280,0.81512,0.47029,0.00402,0.72498,0.66333,0.6644,0.3348,1.80597,1.41738,0.0144,0.0118236,0.0039412,0.0118236,0.0039412,0.0118236,0.0039412,0.0118236,0.0039412
308,26363.9,0.81137,0.47667,0.00403,0.71968,0.66643,0.66521,0.3348,1.80418,1.42155,0.01433,0.0117642,0.0039214,0.0117642,0.0039214,0.0117642,0.0039214,0.0117642,0.0039214
309,26448.2,0.82294,0.47525,0.00403,0.71763,0.66913,0.66495,0.33473,1.79959,1.42685,0.01435,0.0117048,0.0039016,0.0117048,0.0039016,0.0117048,0.0039016,0.0117048,0.0039016
310,26532.1,0.81579,0.47287,0.00404,0.71796,0.66867,0.66519,0.3351,1.79999,1.42432,0.01435,0.0116454,0.0038818,0.0116454,0.0038818,0.0116454,0.0038818,0.0116454,0.0038818
311,26616,0.80739,0.4753,0.00398,0.72145,0.66122,0.66574,0.33604,1.80045,1.42513,0.01435,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862
312,26699.9,0.81605,0.47203,0.004,0.72237,0.66178,0.66498,0.33611,1.8013,1.42414,0.01437,0.0115266,0.0038422,0.0115266,0.0038422,0.0115266,0.0038422,0.0115266,0.0038422
313,26783.8,0.8142,0.47617,0.00407,0.72317,0.66471,0.66558,0.33581,1.8016,1.42504,0.01438,0.0114672,0.0038224,0.0114672,0.0038224,0.0114672,0.0038224,0.0114672,0.0038224
314,26867.8,0.82459,0.47421,0.00406,0.72288,0.66359,0.66448,0.33567,1.8007,1.42653,0.01436,0.0114078,0.0038026,0.0114078,0.0038026,0.0114078,0.0038026,0.0114078,0.0038026
315,26951.6,0.80101,0.46131,0.00399,0.72168,0.66431,0.66374,0.33484,1.80204,1.42654,0.01434,0.0113484,0.0037828,0.0113484,0.0037828,0.0113484,0.0037828,0.0113484,0.0037828
316,27035.6,0.80163,0.46154,0.00397,0.72553,0.66356,0.66343,0.33503,1.80453,1.42335,0.01437,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763
317,27119.7,0.80251,0.4646,0.00397,0.72297,0.66501,0.66345,0.33432,1.80385,1.42359,0.01436,0.0112296,0.0037432,0.0112296,0.0037432,0.0112296,0.0037432,0.0112296,0.0037432
318,27203.6,0.80067,0.46325,0.00399,0.72069,0.66768,0.66236,0.3339,1.80466,1.42364,0.01437,0.0111702,0.0037234,0.0111702,0.0037234,0.0111702,0.0037234,0.0111702,0.0037234
319,27287.3,0.7938,0.45996,0.0039,0.71579,0.66897,0.66192,0.33353,1.80573,1.42389,0.01438,0.0111108,0.0037036,0.0111108,0.0037036,0.0111108,0.0037036,0.0111108,0.0037036
320,27371.1,0.8147,0.47266,0.00405,0.71758,0.67134,0.66189,0.33401,1.80624,1.42269,0.01438,0.0110514,0.0036838,0.0110514,0.0036838,0.0110514,0.0036838,0.0110514,0.0036838
321,27454.9,0.79951,0.46193,0.0039,0.71517,0.67268,0.66158,0.33319,1.80738,1.42037,0.01442,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664
322,27538.9,0.79946,0.4635,0.00398,0.71972,0.67002,0.66155,0.3334,1.80553,1.42231,0.0144,0.0109326,0.0036442,0.0109326,0.0036442,0.0109326,0.0036442,0.0109326,0.0036442
323,27622.6,0.80643,0.46934,0.00395,0.71643,0.67063,0.66109,0.33348,1.80815,1.41537,0.01442,0.0108732,0.0036244,0.0108732,0.0036244,0.0108732,0.0036244,0.0108732,0.0036244
324,27706.3,0.79933,0.4622,0.00398,0.71179,0.67668,0.65959,0.33328,1.80695,1.41611,0.0144,0.0108138,0.0036046,0.0108138,0.0036046,0.0108138,0.0036046,0.0108138,0.0036046
325,27789.9,0.80457,0.45942,0.00398,0.70911,0.67571,0.6591,0.33301,1.80417,1.42195,0.01436,0.0107544,0.0035848,0.0107544,0.0035848,0.0107544,0.0035848,0.0107544,0.0035848
326,27873.9,0.78578,0.45535,0.00391,0.71551,0.6714,0.65816,0.33266,1.80318,1.42261,0.01435,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565
327,27957.6,0.80678,0.45484,0.00395,0.71485,0.67192,0.65872,0.33322,1.80235,1.42448,0.01435,0.0106356,0.0035452,0.0106356,0.0035452,0.0106356,0.0035452,0.0106356,0.0035452
328,28041.2,0.79576,0.45729,0.00392,0.7158,0.66874,0.65864,0.33262,1.80693,1.42184,0.01439,0.0105762,0.0035254,0.0105762,0.0035254,0.0105762,0.0035254,0.0105762,0.0035254
329,28124.9,0.79656,0.45229,0.00382,0.70573,0.67259,0.65707,0.33196,1.80558,1.42372,0.01438,0.0105168,0.0035056,0.0105168,0.0035056,0.0105168,0.0035056,0.0105168,0.0035056
330,28208.9,0.7951,0.45661,0.00392,0.71259,0.66724,0.6584,0.3324,1.80661,1.42493,0.01439,0.0104574,0.0034858,0.0104574,0.0034858,0.0104574,0.0034858,0.0104574,0.0034858
331,28292.5,0.79497,0.4588,0.00385,0.70701,0.67211,0.65906,0.33261,1.8119,1.41809,0.01445,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466
332,28377.5,0.80059,0.45812,0.00396,0.70883,0.67525,0.65907,0.33232,1.81132,1.42004,0.01444,0.0103386,0.0034462,0.0103386,0.0034462,0.0103386,0.0034462,0.0103386,0.0034462
333,28465.5,0.79752,0.45466,0.0039,0.70815,0.67232,0.65778,0.3325,1.81248,1.42131,0.01445,0.0102792,0.0034264,0.0102792,0.0034264,0.0102792,0.0034264,0.0102792,0.0034264
334,28553.6,0.79049,0.45806,0.00388,0.71198,0.67463,0.65768,0.33277,1.81055,1.42253,0.01444,0.0102198,0.0034066,0.0102198,0.0034066,0.0102198,0.0034066,0.0102198,0.0034066
335,28641.2,0.7878,0.45505,0.00387,0.7091,0.67146,0.65664,0.33233,1.80803,1.42853,0.01443,0.0101604,0.0033868,0.0101604,0.0033868,0.0101604,0.0033868,0.0101604,0.0033868
336,28728.9,0.80452,0.46953,0.00396,0.71352,0.67266,0.65695,0.33279,1.80811,1.42829,0.01442,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367
337,28817,0.79406,0.46238,0.00389,0.71314,0.66623,0.65608,0.33266,1.8082,1.42892,0.01442,0.0100416,0.0033472,0.0100416,0.0033472,0.0100416,0.0033472,0.0100416,0.0033472
338,28904.7,0.79838,0.45558,0.00389,0.71423,0.66893,0.65515,0.33204,1.81201,1.4255,0.01447,0.0099822,0.0033274,0.0099822,0.0033274,0.0099822,0.0033274,0.0099822,0.0033274
339,28992.3,0.79503,0.4547,0.00392,0.71599,0.66761,0.65568,0.33205,1.81045,1.43178,0.01444,0.0099228,0.0033076,0.0099228,0.0033076,0.0099228,0.0033076,0.0099228,0.0033076
340,29080.1,0.79585,0.44923,0.00378,0.71587,0.66777,0.65746,0.33243,1.8119,1.42924,0.01444,0.0098634,0.0032878,0.0098634,0.0032878,0.0098634,0.0032878,0.0098634,0.0032878
341,29166.7,0.77941,0.44235,0.00388,0.71714,0.66698,0.65742,0.33266,1.81091,1.43211,0.01441,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268
342,29252.3,0.79581,0.45424,0.00381,0.71616,0.66698,0.65693,0.33345,1.81284,1.42868,0.01445,0.0097446,0.0032482,0.0097446,0.0032482,0.0097446,0.0032482,0.0097446,0.0032482
343,29337.9,0.78846,0.44683,0.0038,0.71896,0.66626,0.65673,0.33367,1.81362,1.42888,0.01445,0.0096852,0.0032284,0.0096852,0.0032284,0.0096852,0.0032284,0.0096852,0.0032284
344,29423.7,0.78631,0.44805,0.00384,0.71825,0.66352,0.65595,0.33277,1.81383,1.4309,0.01447,0.0096258,0.0032086,0.0096258,0.0032086,0.0096258,0.0032086,0.0096258,0.0032086
345,29509.2,0.79357,0.44837,0.00392,0.71775,0.66488,0.65741,0.33269,1.81351,1.43354,0.01446,0.0095664,0.0031888,0.0095664,0.0031888,0.0095664,0.0031888,0.0095664,0.0031888
346,29594.6,0.78506,0.44124,0.00384,0.71424,0.66626,0.65714,0.33265,1.81332,1.43539,0.01444,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169
347,29680.2,0.79036,0.44834,0.00382,0.7163,0.66503,0.65757,0.3327,1.80117,1.45523,0.01432,0.0094476,0.0031492,0.0094476,0.0031492,0.0094476,0.0031492,0.0094476,0.0031492
348,29765.9,0.7834,0.44403,0.00388,0.71557,0.66338,0.65723,0.33246,1.80149,1.45501,0.01434,0.0093882,0.0031294,0.0093882,0.0031294,0.0093882,0.0031294,0.0093882,0.0031294
349,29853.9,0.77677,0.43939,0.00384,0.71726,0.66765,0.65668,0.33204,1.80161,1.45784,0.01435,0.0093288,0.0031096,0.0093288,0.0031096,0.0093288,0.0031096,0.0093288,0.0031096
350,29941.9,0.78005,0.44424,0.00386,0.71654,0.66617,0.65512,0.3308,1.80124,1.46227,0.01434,0.0092694,0.0030898,0.0092694,0.0030898,0.0092694,0.0030898,0.0092694,0.0030898
351,30029.9,0.7831,0.43843,0.00383,0.71691,0.66965,0.65519,0.33113,1.80169,1.46268,0.01435,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307
352,30118,0.77152,0.43219,0.00372,0.72553,0.66462,0.65519,0.33164,1.79894,1.46464,0.01434,0.0091506,0.0030502,0.0091506,0.0030502,0.0091506,0.0030502,0.0091506,0.0030502
353,30206.2,0.77451,0.43929,0.00377,0.72352,0.666,0.65545,0.33141,1.79781,1.46708,0.01433,0.0090912,0.0030304,0.0090912,0.0030304,0.0090912,0.0030304,0.0090912,0.0030304
354,30294.4,0.78087,0.43756,0.00374,0.73006,0.66498,0.65574,0.33176,1.7963,1.46545,0.01433,0.0090318,0.0030106,0.0090318,0.0030106,0.0090318,0.0030106,0.0090318,0.0030106
355,30382.4,0.77955,0.43433,0.00379,0.72299,0.66431,0.65587,0.33158,1.79519,1.46825,0.01429,0.0089724,0.0029908,0.0089724,0.0029908,0.0089724,0.0029908,0.0089724,0.0029908
356,30470.6,0.78337,0.43697,0.00378,0.72315,0.66636,0.65584,0.33172,1.79799,1.46504,0.01433,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971
357,30558.5,0.76477,0.43008,0.00374,0.72453,0.66359,0.65632,0.33208,1.7988,1.46494,0.01433,0.0088536,0.0029512,0.0088536,0.0029512,0.0088536,0.0029512,0.0088536,0.0029512
358,30646.7,0.77337,0.44282,0.00382,0.72275,0.6614,0.65401,0.3314,1.79888,1.46552,0.01434,0.0087942,0.0029314,0.0087942,0.0029314,0.0087942,0.0029314,0.0087942,0.0029314
359,30734.9,0.77268,0.43585,0.0038,0.72499,0.66281,0.65461,0.33119,1.79972,1.4654,0.01433,0.0087348,0.0029116,0.0087348,0.0029116,0.0087348,0.0029116,0.0087348,0.0029116
360,30822.9,0.77591,0.43441,0.00369,0.72408,0.66081,0.65348,0.33061,1.80116,1.46343,0.01436,0.0086754,0.0028918,0.0086754,0.0028918,0.0086754,0.0028918,0.0086754,0.0028918
361,30910.8,0.77167,0.43448,0.00373,0.72232,0.65877,0.6528,0.33091,1.80034,1.46424,0.01434,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872
362,30998.9,0.76466,0.42522,0.00367,0.72419,0.65564,0.65039,0.33052,1.80168,1.46171,0.01435,0.0085566,0.0028522,0.0085566,0.0028522,0.0085566,0.0028522,0.0085566,0.0028522
363,31087.1,0.76632,0.43349,0.00372,0.72524,0.65369,0.65056,0.33048,1.80088,1.46289,0.01434,0.0084972,0.0028324,0.0084972,0.0028324,0.0084972,0.0028324,0.0084972,0.0028324
364,31175,0.76906,0.43031,0.00371,0.7227,0.65683,0.65063,0.33089,1.79937,1.46638,0.01432,0.0084378,0.0028126,0.0084378,0.0028126,0.0084378,0.0028126,0.0084378,0.0028126
365,31262.9,0.77707,0.43195,0.00371,0.72111,0.65707,0.6502,0.33056,1.79755,1.46861,0.01429,0.0083784,0.0027928,0.0083784,0.0027928,0.0083784,0.0027928,0.0083784,0.0027928
366,31350.6,0.75815,0.43085,0.00367,0.72726,0.65753,0.65171,0.33117,1.79696,1.47257,0.01428,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773
367,31438.5,0.77448,0.43952,0.00371,0.72375,0.65404,0.64826,0.33011,1.79453,1.47744,0.01424,0.0082596,0.0027532,0.0082596,0.0027532,0.0082596,0.0027532,0.0082596,0.0027532
368,31526.1,0.7637,0.43379,0.00364,0.72532,0.64978,0.6488,0.32946,1.79434,1.4779,0.01424,0.0082002,0.0027334,0.0082002,0.0027334,0.0082002,0.0027334,0.0082002,0.0027334
369,31613.7,0.75737,0.42096,0.00367,0.72188,0.65486,0.64833,0.3288,1.79878,1.47205,0.01426,0.0081408,0.0027136,0.0081408,0.0027136,0.0081408,0.0027136,0.0081408,0.0027136
370,31701.4,0.7652,0.42502,0.00366,0.72186,0.65351,0.64606,0.3266,1.79669,1.47643,0.01423,0.0080814,0.0026938,0.0080814,0.0026938,0.0080814,0.0026938,0.0080814,0.0026938
371,31789.3,0.77206,0.4287,0.00366,0.72637,0.65197,0.64696,0.32803,1.79727,1.47318,0.01424,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674
372,31877,0.75953,0.43009,0.00364,0.72399,0.65097,0.64763,0.32844,1.79753,1.47299,0.01424,0.0079626,0.0026542,0.0079626,0.0026542,0.0079626,0.0026542,0.0079626,0.0026542
373,31964.7,0.77395,0.42755,0.00368,0.72147,0.65414,0.64726,0.32855,1.79758,1.47459,0.01424,0.0079032,0.0026344,0.0079032,0.0026344,0.0079032,0.0026344,0.0079032,0.0026344
374,32052.4,0.7505,0.41813,0.00357,0.72078,0.6555,0.64914,0.32964,1.7997,1.46886,0.01426,0.0078438,0.0026146,0.0078438,0.0026146,0.0078438,0.0026146,0.0078438,0.0026146
375,32140.1,0.75866,0.41962,0.00368,0.72237,0.65317,0.6494,0.32959,1.79833,1.46819,0.01425,0.0077844,0.0025948,0.0077844,0.0025948,0.0077844,0.0025948,0.0077844,0.0025948
376,32227.7,0.75641,0.42484,0.00374,0.72333,0.65414,0.64904,0.32978,1.79516,1.47553,0.0142,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575
377,32315.4,0.76393,0.42266,0.00365,0.72704,0.65488,0.64901,0.32912,1.79301,1.47981,0.01418,0.0076656,0.0025552,0.0076656,0.0025552,0.0076656,0.0025552,0.0076656,0.0025552
378,32403.2,0.7494,0.42276,0.00364,0.72472,0.6567,0.64739,0.32811,1.79114,1.48306,0.01415,0.0076062,0.0025354,0.0076062,0.0025354,0.0076062,0.0025354,0.0076062,0.0025354
379,32491.1,0.75985,0.43039,0.00369,0.72414,0.65146,0.64371,0.32724,1.79104,1.48505,0.01416,0.0075468,0.0025156,0.0075468,0.0025156,0.0075468,0.0025156,0.0075468,0.0025156
380,32578.7,0.74615,0.41852,0.00366,0.72064,0.65519,0.64336,0.3269,1.79433,1.48269,0.01421,0.0074874,0.0024958,0.0074874,0.0024958,0.0074874,0.0024958,0.0074874,0.0024958
381,32666.5,0.74659,0.41738,0.00364,0.72174,0.65505,0.64396,0.3269,1.79441,1.48121,0.01421,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476
382,32754.5,0.76639,0.42323,0.0036,0.72457,0.65446,0.64451,0.3274,1.79363,1.48439,0.01421,0.0073686,0.0024562,0.0073686,0.0024562,0.0073686,0.0024562,0.0073686,0.0024562
383,32842.3,0.73718,0.41529,0.00358,0.72071,0.65179,0.6438,0.32683,1.79381,1.48316,0.01424,0.0073092,0.0024364,0.0073092,0.0024364,0.0073092,0.0024364,0.0073092,0.0024364
384,32930,0.74313,0.40435,0.00355,0.71861,0.65446,0.6425,0.32547,1.79225,1.48895,0.01425,0.0072498,0.0024166,0.0072498,0.0024166,0.0072498,0.0024166,0.0072498,0.0024166
385,33015.7,0.75545,0.41734,0.00364,0.71577,0.65616,0.6429,0.32617,1.7938,1.48899,0.01424,0.0071904,0.0023968,0.0071904,0.0023968,0.0071904,0.0023968,0.0071904,0.0023968
386,33101.5,0.75014,0.41853,0.00364,0.71662,0.64964,0.64076,0.32617,1.79251,1.49035,0.01423,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377
387,33187.4,0.76088,0.41554,0.00361,0.72097,0.65018,0.64063,0.32579,1.79588,1.48895,0.01429,0.0070716,0.0023572,0.0070716,0.0023572,0.0070716,0.0023572,0.0070716,0.0023572
388,33273,0.75457,0.41551,0.0036,0.71879,0.64697,0.64156,0.32548,1.79739,1.48938,0.0143,0.0070122,0.0023374,0.0070122,0.0023374,0.0070122,0.0023374,0.0070122,0.0023374
