epoch,time,train/box_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2
1,40.6664,3.53511,6.84196,0.03587,0.00074,0.06179,7e-05,1e-05,3.64775,6.97798,0.04661,0.00331395,0.00331395,0.0701744
2,73.9764,3.41066,5.01599,0.03345,0.00087,0.06862,0.00034,8e-05,3.37094,5.42944,0.04235,0.00663413,0.00663413,0.0401613
3,107.73,2.8671,4.3627,0.02744,0.04464,0.04867,0.01172,0.0031,2.75159,4.79113,0.03252,0.0099411,0.0099411,0.0101349
4,141.616,2.56292,3.83347,0.02157,0.10011,0.06631,0.03595,0.01054,2.48319,4.12618,0.02709,0.0099406,0.0099406,0.0099406
5,175.077,2.35567,3.51086,0.01906,0.21545,0.13369,0.08432,0.02823,2.33819,3.63996,0.02485,0.0099208,0.0099208,0.0099208
6,208.674,2.20485,3.17537,0.01694,0.26679,0.198,0.1349,0.05355,2.15948,3.31854,0.02207,0.009901,0.009901,0.009901
7,241.801,2.07833,2.70165,0.01511,0.48,0.36598,0.34913,0.17438,1.90376,2.35545,0.01825,0.0098812,0.0098812,0.0098812
8,275.457,1.86224,2.13658,0.01317,0.56852,0.42128,0.44037,0.23464,1.81174,1.9743,0.01672,0.0098614,0.0098614,0.0098614
9,308.928,1.7261,1.71617,0.01119,0.64372,0.54998,0.58993,0.33766,1.60752,1.45905,0.01474,0.0098416,0.0098416,0.0098416
10,343.273,1.63702,1.51454,0.0109,0.68758,0.59055,0.63387,0.36401,1.56243,1.34801,0.01381,0.0098218,0.0098218,0.0098218
11,377.505,1.56095,1.339,0.00995,0.65945,0.61715,0.65619,0.38644,1.51112,1.25128,0.01351,0.009802,0.009802,0.009802
12,411.881,1.54986,1.27424,0.00924,0.72532,0.61352,0.6765,0.40189,1.52423,1.18021,0.01315,0.0097822,0.0097822,0.0097822
13,445.333,1.50987,1.18873,0.00916,0.7275,0.6214,0.69064,0.41209,1.48317,1.14729,0.01277,0.0097624,0.0097624,0.0097624
14,478.356,1.49619,1.15845,0.00865,0.73276,0.63704,0.7094,0.42887,1.44983,1.11868,0.01202,0.0097426,0.0097426,0.0097426
15,511.025,1.4643,1.11447,0.00873,0.71134,0.60132,0.66782,0.38589,1.5505,1.20895,0.01327,0.0097228,0.0097228,0.0097228
16,542.488,1.44172,1.0953,0.00866,0.76491,0.65952,0.7345,0.43771,1.43148,1.02786,0.01189,0.009703,0.009703,0.009703
17,574.284,1.42976,1.04534,0.00843,0.74187,0.64928,0.71979,0.44042,1.40357,1.05314,0.0115,0.0096832,0.0096832,0.0096832
18,606.473,1.44716,1.03811,0.0084,0.7523,0.67221,0.74949,0.46078,1.38046,0.95044,0.0115,0.0096634,0.0096634,0.0096634
19,639.34,1.39289,0.99563,0.00831,0.79455,0.65196,0.73615,0.45042,1.36934,1.0178,0.01137,0.0096436,0.0096436,0.0096436
20,671.273,1.42143,0.97513,0.0081,0.79791,0.67519,0.755,0.46254,1.36872,0.94065,0.01105,0.0096238,0.0096238,0.0096238
21,703.363,1.41104,0.98826,0.00802,0.74699,0.68276,0.7409,0.46143,1.38619,0.94585,0.01147,0.009604,0.009604,0.009604
22,735.333,1.3555,0.95772,0.00794,0.78077,0.66679,0.74251,0.46179,1.38795,0.96539,0.01105,0.0095842,0.0095842,0.0095842
23,767.177,1.39246,0.94568,0.0077,0.78439,0.68533,0.75959,0.4717,1.37925,0.88468,0.01103,0.0095644,0.0095644,0.0095644
24,799.019,1.35727,0.93893,0.00778,0.76598,0.67708,0.74658,0.46456,1.35088,0.91871,0.0113,0.0095446,0.0095446,0.0095446
25,831.115,1.39177,0.93904,0.00747,0.78352,0.68106,0.76056,0.4664,1.34776,0.89002,0.01065,0.0095248,0.0095248,0.0095248
26,863.112,1.33598,0.91055,0.00756,0.80319,0.6662,0.76785,0.4819,1.34127,0.85927,0.0111,0.009505,0.009505,0.009505
