epoch,time,train/box_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2
1,36.8762,3.76668,6.66804,0.03731,0.00117,0.08166,0.00077,0.00012,3.78763,8.52384,0.04763,0.000331395,0.000331395,0.0671919
2,64.8032,3.79397,5.78017,0.03781,0.00079,0.07269,0.00011,2e-05,3.84276,7.61665,0.04796,0.000664722,0.000664722,0.0341919
3,92.7512,3.72593,5.50699,0.0382,0.00077,0.06873,0.00011,2e-05,3.7996,7.33233,0.04743,0.000998023,0.000998023,0.00119182
4,120.722,3.72752,5.47927,0.03676,0.00352,0.00159,0.00029,4e-05,3.72715,7.15211,0.04625,0.000999912,0.000999912,0.000999912
5,148.146,3.65883,5.44114,0.03668,0.0007,0.06121,0.00027,6e-05,3.71471,7.08909,0.04644,0.000999844,0.000999844,0.000999844
6,174.412,3.60186,5.32713,0.03508,0.00086,0.07697,0.00023,4e-05,3.65236,6.9694,0.04597,0.000999756,0.000999756,0.000999756
7,200.653,3.54271,5.08835,0.03336,0.07022,0.02043,0.00776,0.00152,3.52048,6.59476,0.04437,0.000999648,0.000999648,0.000999648
8,226.726,3.42656,4.88277,0.03294,0.16994,0.04978,0.0254,0.00654,3.39044,6.29348,0.04278,0.000999521,0.000999521,0.000999521
9,253.428,3.26904,4.62828,0.03028,0.17784,0.07027,0.0333,0.00829,3.22517,5.93411,0.04013,0.000999375,0.000999375,0.000999375
10,279.616,3.11908,4.45749,0.03009,0.20297,0.11529,0.05933,0.0155,3.07817,5.55475,0.03826,0.000999209,0.000999209,0.000999209
11,305.813,3.01839,4.15768,0.02792,0.22358,0.13833,0.08055,0.02455,2.92616,5.19336,0.03627,0.000999023,0.000999023,0.000999023
12,332.316,2.90638,4.00294,0.02631,0.27239,0.13813,0.09252,0.03047,2.78201,4.84587,0.03373,0.000998818,0.000998818,0.000998818
13,358.661,2.80043,3.78472,0.0254,0.26766,0.15549,0.1026,0.03238,2.67135,4.50316,0.03187,0.000998594,0.000998594,0.000998594
14,384.963,2.72161,3.61479,0.02397,0.27707,0.1859,0.12449,0.04338,2.5593,4.36696,0.03059,0.00099835,0.00099835,0.00099835
