epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
75,5481.25,1.60764,1.42264,0.01037,0.71922,0.60208,0.67321,0.3837,1.5613,1.23875,0.01368,0.0085348,0.0085348,0.0085348
76,5553.51,1.6378,1.44452,0.01012,0.69001,0.58944,0.65858,0.37031,1.58351,1.28908,0.01408,0.008515,0.008515,0.008515
77,5625.62,1.60768,1.42675,0.01022,0.72424,0.61091,0.6822,0.39451,1.54471,1.20793,0.01366,0.0084952,0.0084952,0.0084952
78,5697.66,1.60447,1.39419,0.00989,0.74138,0.60653,0.69336,0.3951,1.53889,1.19503,0.01337,0.0084754,0.0084754,0.0084754
79,5769.78,1.59769,1.38016,0.01012,0.72892,0.63289,0.69723,0.39617,1.55651,1.15963,0.01336,0.0084556,0.0084556,0.0084556
80,5841.64,1.59089,1.40398,0.01005,0.73183,0.60959,0.68691,0.39431,1.53977,1.17204,0.01325,0.0084358,0.0084358,0.0084358
81,5914.01,1.58523,1.35297,0.00997,0.76963,0.61838,0.70706,0.40868,1.52549,1.13121,0.01315,0.008416,0.008416,0.008416
82,5986.05,1.60459,1.38888,0.01017,0.72335,0.63085,0.69186,0.38963,1.57841,1.18855,0.01402,0.0083962,0.0083962,0.0083962
83,6058.34,1.61881,1.36213,0.00956,0.76964,0.62218,0.70961,0.40073,1.54581,1.15521,0.01321,0.0083764,0.0083764,0.0083764
84,6130.34,1.57445,1.34186,0.00969,0.74446,0.63438,0.71714,0.41791,1.51031,1.13476,0.01319,0.0083566,0.0083566,0.0083566
85,6202.42,1.56323,1.30641,0.00976,0.76461,0.62068,0.70805,0.41107,1.5115,1.12598,0.0131,0.0083368,0.0083368,0.0083368
86,6274.21,1.56202,1.30396,0.00977,0.75457,0.62296,0.70715,0.41058,1.51422,1.12063,0.0127,0.008317,0.008317,0.008317
87,6346.31,1.57658,1.31797,0.00969,0.75321,0.63331,0.71432,0.41312,1.50948,1.12306,0.01285,0.0082972,0.0082972,0.0082972
88,6418.65,1.54864,1.27925,0.00945,0.75917,0.62927,0.71487,0.41206,1.497,1.1148,0.0128,0.0082774,0.0082774,0.0082774
