epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
129,4578.29,1.14646,0.59658,0.00551,0.86847,0.7769,0.85664,0.58687,1.18252,0.62963,0.00854,0.0223968,0.0074656,0.0223968,0.0074656,0.0223968,0.0074656,0.0223968,0.0074656
130,4617.4,1.12155,0.59012,0.00568,0.89249,0.74569,0.84677,0.57961,1.18797,0.66625,0.00892,0.0223374,0.0074458,0.0223374,0.0074458,0.0223374,0.0074458,0.0223374,0.0074458
131,4657.43,1.13805,0.6054,0.0056,0.86274,0.77133,0.85317,0.58371,1.17597,0.64314,0.00858,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426
132,4701.16,1.11156,0.58202,0.00536,0.88621,0.77138,0.85894,0.58425,1.17534,0.64877,0.00883,0.0222186,0.0074062,0.0222186,0.0074062,0.0222186,0.0074062,0.0222186,0.0074062
133,4743.84,1.15192,0.58657,0.00559,0.85974,0.78449,0.85183,0.58611,1.17344,0.64916,0.0087,0.0221592,0.0073864,0.0221592,0.0073864,0.0221592,0.0073864,0.0221592,0.0073864
134,4787.42,1.11084,0.58285,0.00548,0.87654,0.78232,0.85835,0.58627,1.17976,0.65173,0.00886,0.0220998,0.0073666,0.0220998,0.0073666,0.0220998,0.0073666,0.0220998,0.0073666
135,4824.81,1.10478,0.57834,0.00561,0.87487,0.78746,0.86265,0.59301,1.16357,0.6508,0.00858,0.0220404,0.0073468,0.0220404,0.0073468,0.0220404,0.0073468,0.0220404,0.0073468
136,4861.6,1.12008,0.56655,0.00551,0.8902,0.78232,0.86718,0.59755,1.16672,0.63555,0.00853,0.021981,0.007327,0.021981,0.007327,0.021981,0.007327,0.021981,0.007327
137,4897.99,1.10758,0.56885,0.00551,0.87751,0.77045,0.86215,0.59414,1.15805,0.61879,0.0083,0.0219216,0.0073072,0.0219216,0.0073072,0.0219216,0.0073072,0.0219216,0.0073072
138,4934.51,1.08606,0.5512,0.00543,0.85865,0.78684,0.85499,0.59447,1.15554,0.63128,0.00856,0.0218622,0.0072874,0.0218622,0.0072874,0.0218622,0.0072874,0.0218622,0.0072874
139,4971.64,1.10584,0.57815,0.0055,0.86333,0.7732,0.85379,0.59315,1.15005,0.65429,0.00826,0.0218028,0.0072676,0.0218028,0.0072676,0.0218028,0.0072676,0.0218028,0.0072676
140,5008.44,1.09674,0.5701,0.00562,0.85312,0.77254,0.8508,0.59245,1.14871,0.6571,0.00841,0.0217434,0.0072478,0.0217434,0.0072478,0.0217434,0.0072478,0.0217434,0.0072478
141,5045,1.10279,0.56711,0.00546,0.87124,0.78762,0.85332,0.59155,1.15305,0.64418,0.00835,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228
142,5082.28,1.11644,0.56914,0.00542,0.86642,0.78113,0.8587,0.59397,1.14737,0.63862,0.00831,0.0216246,0.0072082,0.0216246,0.0072082,0.0216246,0.0072082,0.0216246,0.0072082
143,5120.24,1.10361,0.57118,0.00525,0.87355,0.7628,0.85342,0.59038,1.15844,0.6398,0.00825,0.0215652,0.0071884,0.0215652,0.0071884,0.0215652,0.0071884,0.0215652,0.0071884
144,5157.08,1.11569,0.57216,0.0054,0.87054,0.78688,0.8567,0.59526,1.16327,0.63979,0.00836,0.0215058,0.0071686,0.0215058,0.0071686,0.0215058,0.0071686,0.0215058,0.0071686
145,5195.29,1.0884,0.57095,0.00545,0.86622,0.78861,0.86148,0.59886,1.15048,0.61281,0.00835,0.0214464,0.0071488,0.0214464,0.0071488,0.0214464,0.0071488,0.0214464,0.0071488
146,5231.63,1.10986,0.58243,0.00538,0.86416,0.77939,0.85301,0.5948,1.14972,0.61831,0.00836,0.021387,0.007129,0.021387,0.007129,0.021387,0.007129,0.021387,0.007129
147,5267.61,1.07906,0.56627,0.00553,0.86385,0.77234,0.85409,0.59839,1.15196,0.63179,0.00844,0.0213276,0.0071092,0.0213276,0.0071092,0.0213276,0.0071092,0.0213276,0.0071092
148,5303.64,1.09217,0.56034,0.00547,0.8851,0.77773,0.8578,0.59629,1.15884,0.63116,0.0081,0.0212682,0.0070894,0.0212682,0.0070894,0.0212682,0.0070894,0.0212682,0.0070894
149,5340.52,1.11396,0.57428,0.00533,0.86973,0.78376,0.85343,0.59689,1.15617,0.64528,0.00828,0.0212088,0.0070696,0.0212088,0.0070696,0.0212088,0.0070696,0.0212088,0.0070696
150,5376.24,1.09867,0.56008,0.00533,0.89236,0.78631,0.85641,0.5981,1.14708,0.65369,0.00807,0.0211494,0.0070498,0.0211494,0.0070498,0.0211494,0.0070498,0.0211494,0.0070498
151,5412.09,1.08605,0.55713,0.00533,0.86503,0.78877,0.8546,0.58982,1.16261,0.65062,0.00799,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703
152,5448.33,1.11709,0.57052,0.00552,0.8671,0.79749,0.86257,0.60138,1.14091,0.6206,0.008,0.0210306,0.0070102,0.0210306,0.0070102,0.0210306,0.0070102,0.0210306,0.0070102
153,5485.53,1.09405,0.55342,0.00529,0.85285,0.7928,0.85814,0.60073,1.13597,0.6428,0.00796,0.0209712,0.0069904,0.0209712,0.0069904,0.0209712,0.0069904,0.0209712,0.0069904
154,5521.55,1.11397,0.56779,0.00544,0.86063,0.78719,0.85676,0.59888,1.14991,0.62803,0.0081,0.0209118,0.0069706,0.0209118,0.0069706,0.0209118,0.0069706,0.0209118,0.0069706
155,5559.17,1.10396,0.55968,0.00545,0.87455,0.78957,0.86475,0.60116,1.14706,0.62084,0.008,0.0208524,0.0069508,0.0208524,0.0069508,0.0208524,0.0069508,0.0208524,0.0069508
156,5593.12,1.08706,0.56092,0.0054,0.84562,0.80613,0.86433,0.60537,1.14365,0.61087,0.00819,0.020793,0.006931,0.020793,0.006931,0.020793,0.006931,0.020793,0.006931
157,5627.01,1.1066,0.57803,0.00552,0.87154,0.79956,0.87091,0.60547,1.13589,0.61254,0.00803,0.0207336,0.0069112,0.0207336,0.0069112,0.0207336,0.0069112,0.0207336,0.0069112
158,5660.52,1.07519,0.56225,0.00551,0.86976,0.79042,0.86255,0.60676,1.12341,0.61759,0.00785,0.0206742,0.0068914,0.0206742,0.0068914,0.0206742,0.0068914,0.0206742,0.0068914
159,5694.38,1.0913,0.55511,0.00526,0.8749,0.78694,0.86428,0.60539,1.12984,0.60835,0.00805,0.0206148,0.0068716,0.0206148,0.0068716,0.0206148,0.0068716,0.0206148,0.0068716
160,5728.09,1.07709,0.54231,0.00528,0.87204,0.78555,0.86375,0.60619,1.11733,0.60986,0.0078,0.0205554,0.0068518,0.0205554,0.0068518,0.0205554,0.0068518,0.0205554,0.0068518
161,5761.12,1.08926,0.56644,0.0053,0.88184,0.78897,0.86843,0.60663,1.12589,0.60524,0.00804,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832
162,5794.18,1.09996,0.56226,0.00529,0.89595,0.77533,0.86547,0.60768,1.12515,0.6254,0.00792,0.0204366,0.0068122,0.0204366,0.0068122,0.0204366,0.0068122,0.0204366,0.0068122
163,5827.33,1.08706,0.55783,0.00541,0.88496,0.78936,0.87008,0.60089,1.14138,0.62889,0.00807,0.0203772,0.0067924,0.0203772,0.0067924,0.0203772,0.0067924,0.0203772,0.0067924
164,5864.89,1.10688,0.55436,0.00535,0.87254,0.80391,0.87117,0.60326,1.13475,0.63214,0.00815,0.0203178,0.0067726,0.0203178,0.0067726,0.0203178,0.0067726,0.0203178,0.0067726
165,5902.54,1.10334,0.56706,0.00519,0.8767,0.79231,0.86512,0.60024,1.1365,0.65042,0.0082,0.0202584,0.0067528,0.0202584,0.0067528,0.0202584,0.0067528,0.0202584,0.0067528
166,5942.96,1.08192,0.54931,0.00523,0.87844,0.7822,0.86101,0.60398,1.13311,0.64577,0.00812,0.020199,0.006733,0.020199,0.006733,0.020199,0.006733,0.020199,0.006733
167,5983.8,1.0861,0.5589,0.00529,0.8964,0.79447,0.86948,0.60818,1.12732,0.61228,0.00794,0.0201396,0.0067132,0.0201396,0.0067132,0.0201396,0.0067132,0.0201396,0.0067132
168,6025.9,1.08804,0.55577,0.00537,0.88667,0.78516,0.86262,0.60551,1.11882,0.61319,0.00795,0.0200802,0.0066934,0.0200802,0.0066934,0.0200802,0.0066934,0.0200802,0.0066934
169,6064.07,1.07308,0.54964,0.00532,0.8727,0.79219,0.86308,0.60341,1.1229,0.63363,0.008,0.0200208,0.0066736,0.0200208,0.0066736,0.0200208,0.0066736,0.0200208,0.0066736
170,6102.67,1.10055,0.5494,0.0053,0.87552,0.79847,0.86804,0.60866,1.10376,0.63149,0.00774,0.0199614,0.0066538,0.0199614,0.0066538,0.0199614,0.0066538,0.0199614,0.0066538
171,6141.41,1.09929,0.56491,0.00543,0.87392,0.80045,0.86888,0.60674,1.10882,0.63998,0.00761,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634
172,6180.83,1.09078,0.54318,0.00518,0.8871,0.77498,0.86008,0.5996,1.12982,0.63203,0.00796,0.0198426,0.0066142,0.0198426,0.0066142,0.0198426,0.0066142,0.0198426,0.0066142
173,6220.03,1.09317,0.56128,0.00514,0.88798,0.77634,0.86128,0.60263,1.12549,0.64048,0.00795,0.0197832,0.0065944,0.0197832,0.0065944,0.0197832,0.0065944,0.0197832,0.0065944
174,6259.06,1.09937,0.55825,0.00536,0.87515,0.78125,0.85738,0.60014,1.12891,0.64728,0.00788,0.0197238,0.0065746,0.0197238,0.0065746,0.0197238,0.0065746,0.0197238,0.0065746
175,6298.16,1.07661,0.54667,0.00503,0.86954,0.79437,0.86417,0.60391,1.1275,0.64102,0.00808,0.0196644,0.0065548,0.0196644,0.0065548,0.0196644,0.0065548,0.0196644,0.0065548
176,6336.88,1.08074,0.54037,0.00514,0.88416,0.79604,0.86871,0.60476,1.12318,0.61955,0.00789,0.019605,0.006535,0.019605,0.006535,0.019605,0.006535,0.019605,0.006535
177,6375.59,1.08768,0.54794,0.00522,0.86849,0.80441,0.86732,0.6089,1.12356,0.62071,0.00791,0.0195456,0.0065152,0.0195456,0.0065152,0.0195456,0.0065152,0.0195456,0.0065152
178,6414.71,1.08897,0.56794,0.00548,0.87917,0.79543,0.86798,0.60721,1.12911,0.62802,0.00796,0.0194862,0.0064954,0.0194862,0.0064954,0.0194862,0.0064954,0.0194862,0.0064954
179,6454.91,1.10172,0.56053,0.00529,0.87442,0.79369,0.86657,0.60771,1.11859,0.62321,0.00801,0.0194268,0.0064756,0.0194268,0.0064756,0.0194268,0.0064756,0.0194268,0.0064756
180,6494.51,1.09141,0.54797,0.00539,0.89101,0.79947,0.87312,0.60779,1.12409,0.60396,0.00796,0.0193674,0.0064558,0.0193674,0.0064558,0.0193674,0.0064558,0.0193674,0.0064558
181,6530.87,1.09007,0.55664,0.00513,0.90037,0.78599,0.86951,0.6083,1.10926,0.61382,0.00765,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436
182,6567.37,1.10767,0.55302,0.00509,0.90429,0.77282,0.86828,0.60844,1.117,0.61701,0.0078,0.0192486,0.0064162,0.0192486,0.0064162,0.0192486,0.0064162,0.0192486,0.0064162
183,6604,1.09014,0.5454,0.00519,0.87247,0.79458,0.86958,0.60892,1.11805,0.63132,0.00784,0.0191892,0.0063964,0.0191892,0.0063964,0.0191892,0.0063964,0.0191892,0.0063964
184,6643.07,1.07129,0.53665,0.00526,0.88926,0.791,0.86935,0.6105,1.11458,0.62353,0.00781,0.0191298,0.0063766,0.0191298,0.0063766,0.0191298,0.0063766,0.0191298,0.0063766
185,6677.39,1.07863,0.53978,0.00523,0.88825,0.78861,0.86548,0.61092,1.11346,0.61742,0.00783,0.0190704,0.0063568,0.0190704,0.0063568,0.0190704,0.0063568,0.0190704,0.0063568
186,6710.49,1.08677,0.55345,0.00515,0.88306,0.79828,0.86774,0.61007,1.11986,0.60351,0.00792,0.019011,0.006337,0.019011,0.006337,0.019011,0.006337,0.019011,0.006337
187,6743.8,1.07555,0.53936,0.00512,0.87496,0.79418,0.86494,0.6078,1.11715,0.6049,0.00794,0.0189516,0.0063172,0.0189516,0.0063172,0.0189516,0.0063172,0.0189516,0.0063172
188,6783.86,1.08435,0.5473,0.00517,0.87734,0.79418,0.86567,0.60608,1.11516,0.61369,0.00785,0.0188922,0.0062974,0.0188922,0.0062974,0.0188922,0.0062974,0.0188922,0.0062974
189,6825.63,1.06253,0.54252,0.00515,0.89713,0.78593,0.86848,0.60757,1.11574,0.61088,0.00787,0.0188328,0.0062776,0.0188328,0.0062776,0.0188328,0.0062776,0.0188328,0.0062776
190,6863.31,1.0721,0.53107,0.00518,0.89131,0.78729,0.86858,0.61013,1.1116,0.60199,0.00795,0.0187734,0.0062578,0.0187734,0.0062578,0.0187734,0.0062578,0.0187734,0.0062578
191,6902.21,1.0834,0.54222,0.00508,0.87987,0.79909,0.86842,0.60904,1.10928,0.61674,0.00794,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238
192,6936.22,1.08062,0.54615,0.00503,0.88697,0.79465,0.86691,0.61024,1.10713,0.61684,0.00797,0.0186546,0.0062182,0.0186546,0.0062182,0.0186546,0.0062182,0.0186546,0.0062182
193,6971.74,1.06124,0.53569,0.00512,0.88366,0.79461,0.8689,0.60708,1.11403,0.62079,0.00795,0.0185952,0.0061984,0.0185952,0.0061984,0.0185952,0.0061984,0.0185952,0.0061984
194,7009.94,1.06615,0.53947,0.00508,0.8792,0.80329,0.86955,0.61331,1.10331,0.6095,0.0079,0.0185358,0.0061786,0.0185358,0.0061786,0.0185358,0.0061786,0.0185358,0.0061786
195,7047.28,1.02549,0.51589,0.00509,0.89136,0.78999,0.87041,0.61108,1.10573,0.62461,0.00782,0.0184764,0.0061588,0.0184764,0.0061588,0.0184764,0.0061588,0.0184764,0.0061588
196,7083.71,1.06285,0.54195,0.00525,0.9023,0.78189,0.87131,0.61539,1.10042,0.61387,0.00778,0.018417,0.006139,0.018417,0.006139,0.018417,0.006139,0.018417,0.006139
197,7119.55,1.05342,0.53483,0.00503,0.89065,0.79964,0.87395,0.61846,1.08898,0.6073,0.00763,0.0183576,0.0061192,0.0183576,0.0061192,0.0183576,0.0061192,0.0183576,0.0061192
198,7155.41,1.05306,0.52119,0.00497,0.8873,0.8065,0.87806,0.6199,1.09165,0.60784,0.00771,0.0182982,0.0060994,0.0182982,0.0060994,0.0182982,0.0060994,0.0182982,0.0060994
199,7189.37,1.0879,0.54502,0.0051,0.91271,0.7906,0.87923,0.62111,1.0975,0.60009,0.00776,0.0182388,0.0060796,0.0182388,0.0060796,0.0182388,0.0060796,0.0182388,0.0060796
200,7222.78,1.07644,0.54769,0.00504,0.89856,0.79723,0.8782,0.62186,1.09256,0.5917,0.00766,0.0181794,0.0060598,0.0181794,0.0060598,0.0181794,0.0060598,0.0181794,0.0060598
201,7257.24,1.05828,0.53557,0.00491,0.89294,0.8116,0.88095,0.62295,1.0955,0.58727,0.00768,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604
202,7294.21,1.04067,0.52391,0.00505,0.89759,0.80315,0.87606,0.62409,1.09517,0.59351,0.00764,0.0180606,0.0060202,0.0180606,0.0060202,0.0180606,0.0060202,0.0180606,0.0060202
203,7330.79,1.0558,0.53083,0.00509,0.91373,0.79098,0.87753,0.62343,1.09791,0.58954,0.00772,0.0180012,0.0060004,0.0180012,0.0060004,0.0180012,0.0060004,0.0180012,0.0060004
204,7367.73,1.04146,0.53218,0.00518,0.89672,0.80146,0.87725,0.62078,1.09691,0.61597,0.00762,0.0179418,0.0059806,0.0179418,0.0059806,0.0179418,0.0059806,0.0179418,0.0059806
205,7405.67,1.07101,0.54087,0.00496,0.90022,0.80637,0.87901,0.61942,1.09974,0.61174,0.00769,0.0178824,0.0059608,0.0178824,0.0059608,0.0178824,0.0059608,0.0178824,0.0059608
206,7442.86,1.05105,0.53702,0.00498,0.91211,0.78926,0.87608,0.61865,1.09928,0.60421,0.00769,0.017823,0.005941,0.017823,0.005941,0.017823,0.005941,0.017823,0.005941
207,7479.62,1.03928,0.51507,0.00502,0.90882,0.7908,0.87835,0.62091,1.09077,0.60659,0.00773,0.0177636,0.0059212,0.0177636,0.0059212,0.0177636,0.0059212,0.0177636,0.0059212
208,7517,1.07552,0.53671,0.00504,0.90165,0.80064,0.87612,0.61881,1.09832,0.60747,0.00776,0.0177042,0.0059014,0.0177042,0.0059014,0.0177042,0.0059014,0.0177042,0.0059014
209,7553.78,1.05861,0.54463,0.00507,0.90088,0.79134,0.87451,0.61904,1.09578,0.60463,0.00775,0.0176448,0.0058816,0.0176448,0.0058816,0.0176448,0.0058816,0.0176448,0.0058816
210,7590.14,1.04381,0.52213,0.00502,0.89792,0.7947,0.87231,0.61827,1.09865,0.6104,0.00764,0.0175854,0.0058618,0.0175854,0.0058618,0.0175854,0.0058618,0.0175854,0.0058618
211,7626.43,1.05738,0.51703,0.00488,0.88745,0.81022,0.87368,0.61932,1.09146,0.60395,0.00753,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842
212,7663.98,1.03831,0.53331,0.00504,0.89224,0.80735,0.87347,0.62156,1.09136,0.59511,0.00759,0.0174666,0.0058222,0.0174666,0.0058222,0.0174666,0.0058222,0.0174666,0.0058222
213,7702.91,1.03738,0.53317,0.00507,0.89506,0.80639,0.8733,0.62178,1.09042,0.60044,0.00759,0.0174072,0.0058024,0.0174072,0.0058024,0.0174072,0.0058024,0.0174072,0.0058024
214,7742.55,1.04339,0.5148,0.00488,0.90488,0.78984,0.87347,0.62145,1.08816,0.59587,0.00761,0.0173478,0.0057826,0.0173478,0.0057826,0.0173478,0.0057826,0.0173478,0.0057826
215,7782.08,1.03093,0.526,0.005,0.88809,0.80089,0.87201,0.62003,1.08704,0.60002,0.00764,0.0172884,0.0057628,0.0172884,0.0057628,0.0172884,0.0057628,0.0172884,0.0057628
216,7820.42,1.02858,0.51954,0.00498,0.89068,0.80352,0.87484,0.62282,1.08277,0.59019,0.00759,0.017229,0.005743,0.017229,0.005743,0.017229,0.005743,0.017229,0.005743
217,7858.77,1.02064,0.51877,0.00506,0.89315,0.79774,0.87694,0.62193,1.08508,0.60819,0.00765,0.0171696,0.0057232,0.0171696,0.0057232,0.0171696,0.0057232,0.0171696,0.0057232
218,7898.99,1.02613,0.51568,0.00489,0.90249,0.7895,0.87705,0.62304,1.085,0.60538,0.00756,0.0171102,0.0057034,0.0171102,0.0057034,0.0171102,0.0057034,0.0171102,0.0057034
219,7939.23,1.02634,0.50135,0.00497,0.88507,0.80902,0.87751,0.62303,1.08378,0.59869,0.00768,0.0170508,0.0056836,0.0170508,0.0056836,0.0170508,0.0056836,0.0170508,0.0056836
220,7974.54,1.05971,0.52468,0.0048,0.8874,0.80595,0.87856,0.62324,1.08469,0.59225,0.00768,0.0169914,0.0056638,0.0169914,0.0056638,0.0169914,0.0056638,0.0169914,0.0056638
221,8008.24,1.0435,0.52115,0.00487,0.88482,0.80538,0.87637,0.62206,1.08654,0.58419,0.0077,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644
222,8041.55,1.03777,0.5275,0.00506,0.88704,0.80291,0.87659,0.62183,1.09205,0.59161,0.0077,0.0168726,0.0056242,0.0168726,0.0056242,0.0168726,0.0056242,0.0168726,0.0056242
223,8074.93,1.04608,0.52956,0.00503,0.88803,0.79259,0.87331,0.61774,1.10099,0.61278,0.00785,0.0168132,0.0056044,0.0168132,0.0056044,0.0168132,0.0056044,0.0168132,0.0056044
224,8109.59,1.04449,0.51468,0.00481,0.88352,0.79924,0.87262,0.61904,1.10258,0.60592,0.0079,0.0167538,0.0055846,0.0167538,0.0055846,0.0167538,0.0055846,0.0167538,0.0055846
225,8148.3,1.0223,0.50823,0.00494,0.87495,0.80314,0.87563,0.62003,1.10058,0.59568,0.00775,0.0166944,0.0055648,0.0166944,0.0055648,0.0166944,0.0055648,0.0166944,0.0055648
226,8188.56,1.02303,0.52668,0.00507,0.87663,0.79907,0.87563,0.61784,1.10127,0.58602,0.00774,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545
227,8227.2,1.04003,0.50436,0.00479,0.88681,0.79461,0.87739,0.62142,1.09914,0.58889,0.00773,0.0165756,0.0055252,0.0165756,0.0055252,0.0165756,0.0055252,0.0165756,0.0055252
228,8266.01,1.02404,0.50683,0.00494,0.89279,0.80305,0.87964,0.62197,1.09569,0.58767,0.00764,0.0165162,0.0055054,0.0165162,0.0055054,0.0165162,0.0055054,0.0165162,0.0055054
229,8308.66,1.01972,0.51019,0.00479,0.89817,0.80295,0.87913,0.62135,1.09685,0.5743,0.00769,0.0164568,0.0054856,0.0164568,0.0054856,0.0164568,0.0054856,0.0164568,0.0054856
230,8346.86,1.01845,0.50602,0.00491,0.89063,0.80497,0.8766,0.6212,1.09639,0.57515,0.00763,0.0163974,0.0054658,0.0163974,0.0054658,0.0163974,0.0054658,0.0163974,0.0054658
231,8384.82,1.02795,0.52496,0.00465,0.89869,0.80439,0.87573,0.61881,1.09442,0.58195,0.00752,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446
232,8422.64,1.03231,0.51871,0.00476,0.89825,0.79712,0.87455,0.61934,1.09415,0.58994,0.00754,0.0162786,0.0054262,0.0162786,0.0054262,0.0162786,0.0054262,0.0162786,0.0054262
233,8460.38,1.0309,0.51314,0.00477,0.88796,0.8024,0.87325,0.61847,1.09512,0.5994,0.00762,0.0162192,0.0054064,0.0162192,0.0054064,0.0162192,0.0054064,0.0162192,0.0054064
234,8497.47,1.02905,0.50443,0.0049,0.8995,0.78704,0.87238,0.61788,1.09174,0.59645,0.00758,0.0161598,0.0053866,0.0161598,0.0053866,0.0161598,0.0053866,0.0161598,0.0053866
235,8534.51,1.013,0.50804,0.00476,0.89605,0.78803,0.87238,0.61921,1.08938,0.59867,0.00754,0.0161004,0.0053668,0.0161004,0.0053668,0.0161004,0.0053668,0.0161004,0.0053668
236,8571.59,0.98394,0.48104,0.00482,0.89177,0.79641,0.87454,0.61816,1.08995,0.60022,0.00753,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347
237,8609.11,1.02247,0.50175,0.00489,0.90425,0.78832,0.87506,0.62146,1.09022,0.59617,0.00755,0.0159816,0.0053272,0.0159816,0.0053272,0.0159816,0.0053272,0.0159816,0.0053272
238,8646.63,1.01927,0.49912,0.00491,0.89763,0.79428,0.87692,0.62145,1.0918,0.59655,0.00758,0.0159222,0.0053074,0.0159222,0.0053074,0.0159222,0.0053074,0.0159222,0.0053074
239,8684.27,1.01204,0.49308,0.0048,0.88762,0.79594,0.87549,0.62233,1.08815,0.5959,0.00756,0.0158628,0.0052876,0.0158628,0.0052876,0.0158628,0.0052876,0.0158628,0.0052876
240,8722.2,1.01435,0.4998,0.00473,0.88876,0.80326,0.87517,0.62317,1.08584,0.5956,0.00746,0.0158034,0.0052678,0.0158034,0.0052678,0.0158034,0.0052678,0.0158034,0.0052678
241,8761.38,1.04216,0.51667,0.00479,0.90514,0.78741,0.87352,0.62422,1.08654,0.6016,0.00751,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248
242,8799.42,0.99762,0.49324,0.00475,0.89842,0.79582,0.87714,0.62243,1.08421,0.60779,0.00743,0.0156846,0.0052282,0.0156846,0.0052282,0.0156846,0.0052282,0.0156846,0.0052282
243,8838.23,1.01142,0.50581,0.00485,0.90062,0.80151,0.87581,0.62469,1.0772,0.60175,0.00734,0.0156252,0.0052084,0.0156252,0.0052084,0.0156252,0.0052084,0.0156252,0.0052084
244,8878.15,1.02357,0.51668,0.00494,0.90701,0.79081,0.87494,0.62475,1.07679,0.60558,0.00747,0.0155658,0.0051886,0.0155658,0.0051886,0.0155658,0.0051886,0.0155658,0.0051886
245,8918.22,1.03331,0.51912,0.00489,0.88896,0.7989,0.87516,0.62422,1.07569,0.60461,0.00745,0.0155064,0.0051688,0.0155064,0.0051688,0.0155064,0.0051688,0.0155064,0.0051688
246,8959.22,1.00999,0.50296,0.00475,0.90148,0.79876,0.87731,0.62555,1.07526,0.6014,0.00745,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149
247,8998.22,0.98911,0.50301,0.00471,0.89658,0.79765,0.87369,0.62308,1.07693,0.61226,0.00746,0.0153876,0.0051292,0.0153876,0.0051292,0.0153876,0.0051292,0.0153876,0.0051292
248,9032.8,0.9811,0.49605,0.00487,0.89059,0.80111,0.87377,0.62321,1.0737,0.60729,0.00729,0.0153282,0.0051094,0.0153282,0.0051094,0.0153282,0.0051094,0.0153282,0.0051094
249,9067.66,1.00989,0.50667,0.00474,0.89693,0.80552,0.87458,0.62462,1.07643,0.59854,0.00736,0.0152688,0.0050896,0.0152688,0.0050896,0.0152688,0.0050896,0.0152688,0.0050896
250,9101.69,0.97821,0.49035,0.00478,0.89634,0.80744,0.87497,0.62549,1.07439,0.60295,0.00732,0.0152094,0.0050698,0.0152094,0.0050698,0.0152094,0.0050698,0.0152094,0.0050698
251,9138.53,1.01338,0.51156,0.00475,0.89759,0.80271,0.87555,0.62575,1.07335,0.60113,0.0074,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505
252,9181.74,1.00497,0.49527,0.00466,0.89636,0.80092,0.87603,0.62705,1.06968,0.60573,0.0073,0.0150906,0.0050302,0.0150906,0.0050302,0.0150906,0.0050302,0.0150906,0.0050302
253,9222.01,0.99013,0.48509,0.00479,0.89414,0.80177,0.87655,0.62717,1.07147,0.60889,0.00733,0.0150312,0.0050104,0.0150312,0.0050104,0.0150312,0.0050104,0.0150312,0.0050104
254,9256.64,1.00741,0.50102,0.00469,0.90057,0.80527,0.8776,0.62975,1.06805,0.60495,0.0073,0.0149718,0.0049906,0.0149718,0.0049906,0.0149718,0.0049906,0.0149718,0.0049906
255,9290.51,1.01319,0.4935,0.00483,0.89994,0.80395,0.87945,0.62829,1.0674,0.59873,0.00727,0.0149124,0.0049708,0.0149124,0.0049708,0.0149124,0.0049708,0.0149124,0.0049708
256,9324.47,0.98614,0.48212,0.00457,0.89806,0.80681,0.87782,0.62815,1.06984,0.60118,0.00733,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951
257,9358.01,1.00172,0.49726,0.00462,0.89669,0.8123,0.87813,0.62789,1.07029,0.58976,0.00736,0.0147936,0.0049312,0.0147936,0.0049312,0.0147936,0.0049312,0.0147936,0.0049312
258,9391.77,1.01635,0.48488,0.00476,0.90286,0.80512,0.87769,0.62962,1.06964,0.58765,0.00735,0.0147342,0.0049114,0.0147342,0.0049114,0.0147342,0.0049114,0.0147342,0.0049114
259,9425.78,0.98938,0.489,0.00462,0.90121,0.80527,0.87958,0.63057,1.06684,0.58901,0.00732,0.0146748,0.0048916,0.0146748,0.0048916,0.0146748,0.0048916,0.0146748,0.0048916
260,9463.11,1.00171,0.48839,0.00456,0.89302,0.81274,0.87886,0.63018,1.06328,0.58393,0.00724,0.0146154,0.0048718,0.0146154,0.0048718,0.0146154,0.0048718,0.0146154,0.0048718
261,9500.37,1.00462,0.48099,0.00465,0.89505,0.81496,0.88109,0.63104,1.06609,0.58853,0.00733,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852
262,9538.31,1.00532,0.49571,0.00453,0.89463,0.81786,0.88269,0.63225,1.06345,0.59224,0.00732,0.0144966,0.0048322,0.0144966,0.0048322,0.0144966,0.0048322,0.0144966,0.0048322
