epoch,time,train/box_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2
1,61.4538,295.075,8.44329,0.02668,0.03336,0.02987,0.00599,0.00133,309.506,11.5554,0.03055,0.00331361,0.00331361,0.0701775
2,109.804,216.738,7.10061,0.01901,0.03384,0.05587,0.00715,0.00186,244.684,10.8403,0.02302,0.00663378,0.00663378,0.0401644
3,157.851,180.756,6.76119,0.01531,0.0183,0.10963,0.00518,0.00138,223.869,10.3456,0.02146,0.00994075,0.00994075,0.010138
4,206.152,153.625,6.73134,0.01324,0.03559,0.03709,0.0113,0.00325,204.712,9.85018,0.01842,0.0099406,0.0099406,0.0099406
5,254.471,148.69,6.43224,0.01171,0.01282,0.33415,0.00969,0.00297,200.49,9.55769,0.0165,0.0099208,0.0099208,0.0099208
6,302.507,144.543,6.33866,0.01104,0.0043,0.41928,0.00933,0.00344,192.753,9.44316,0.01554,0.009901,0.009901,0.009901
7,350.73,145.624,6.22448,0.01006,0.00455,0.42626,0.01096,0.00413,181.487,9.31369,0.01425,0.0098812,0.0098812,0.0098812
8,398.444,124.552,6.35207,0.0104,0.00489,0.44142,0.01916,0.00793,185.257,9.11348,0.01456,0.0098614,0.0098614,0.0098614
9,446.42,127.864,6.25006,0.01004,0.00477,0.43885,0.01991,0.00804,180.492,9.05247,0.01346,0.0098416,0.0098416,0.0098416
10,494.58,126.951,6.17179,0.00954,0.00474,0.46444,0.02362,0.00908,177.397,8.96102,0.0125,0.0098218,0.0098218,0.0098218
11,542.472,121.779,6.18718,0.00945,0.00495,0.47378,0.02102,0.00828,176.288,9.11185,0.01294,0.009802,0.009802,0.009802
12,591.481,124.786,6.12689,0.00916,0.00512,0.48887,0.03275,0.01378,168.97,8.79922,0.01142,0.0097822,0.0097822,0.0097822
13,642.72,123.978,6.02837,0.00932,0.00486,0.47721,0.02844,0.01252,171.545,8.85716,0.01186,0.0097624,0.0097624,0.0097624
14,692.642,125.312,5.97275,0.00855,0.0052,0.49813,0.04252,0.0184,173.816,8.70988,0.0112,0.0097426,0.0097426,0.0097426
15,739.553,124.254,5.99263,0.00846,0.00513,0.49067,0.03325,0.01456,174.476,8.67919,0.01205,0.0097228,0.0097228,0.0097228
16,786.599,122.06,5.94549,0.00838,0.00516,0.4952,0.05577,0.02784,166.412,8.64978,0.01113,0.009703,0.009703,0.009703
17,833.436,120.68,5.9569,0.00838,0.00512,0.49813,0.0442,0.02101,192.954,8.78283,0.01369,0.0096832,0.0096832,0.0096832
18,881.006,124.803,5.78086,0.00819,0.00533,0.52095,0.06525,0.03309,167.133,8.47505,0.01081,0.0096634,0.0096634,0.0096634
19,928.227,125.101,5.78143,0.00832,0.00532,0.50487,0.07276,0.03522,179.288,8.57804,0.01282,0.0096436,0.0096436,0.0096436
20,975.154,120.783,5.78831,0.0079,0.01281,0.50248,0.08014,0.0418,172.185,8.37849,0.01095,0.0096238,0.0096238,0.0096238
21,1022.05,114.978,5.76684,0.00832,0.08755,0.35693,0.09123,0.04864,173.539,8.35598,0.01072,0.009604,0.009604,0.009604
22,1069,116.764,5.75497,0.00828,0.01339,0.51093,0.0869,0.047,174.171,8.33746,0.01138,0.0095842,0.0095842,0.0095842
23,1115.93,119.065,5.61108,0.00806,0.16722,0.21134,0.10354,0.05949,163.415,8.19771,0.01044,0.0095644,0.0095644,0.0095644
24,1162.82,115.197,5.67626,0.00789,0.32152,0.10572,0.10867,0.0624,164.78,8.18332,0.01028,0.0095446,0.0095446,0.0095446
25,1209.96,118.469,5.59972,0.00796,0.31869,0.11254,0.11303,0.06702,169.781,8.11871,0.00991,0.0095248,0.0095248,0.0095248
26,1257.11,117.074,5.57468,0.0079,0.43338,0.05993,0.10873,0.06318,165.247,8.05326,0.01013,0.009505,0.009505,0.009505
27,1304.49,118.074,5.47065,0.00775,0.75205,0.03725,0.12151,0.07284,162.97,8.01319,0.00988,0.0094852,0.0094852,0.0094852
28,1351.25,115.112,5.4976,0.00782,0.27384,0.04275,0.13122,0.07757,168.105,7.93222,0.00984,0.0094654,0.0094654,0.0094654
29,1398.16,119.31,5.39792,0.00757,0.40381,0.05389,0.1253,0.07725,159.993,7.8491,0.00935,0.0094456,0.0094456,0.0094456
30,1445.12,113.532,5.39547,0.0078,0.26246,0.0395,0.12224,0.07274,166.123,7.95525,0.01052,0.0094258,0.0094258,0.0094258
31,1492.21,126.925,5.35819,0.00752,0.26859,0.05406,0.12816,0.07881,165.463,7.81662,0.00995,0.009406,0.009406,0.009406
32,1539.22,119.386,5.33799,0.00741,0.34644,0.06333,0.13942,0.08436,162.513,7.76696,0.00922,0.0093862,0.0093862,0.0093862
33,1586.89,118.217,5.39426,0.00747,0.40972,0.07998,0.13673,0.0891,161.268,7.70167,0.00947,0.0093664,0.0093664,0.0093664
34,1634,117.236,5.27055,0.00729,0.32559,0.09191,0.13497,0.08673,162.235,7.70917,0.00946,0.0093466,0.0093466,0.0093466
35,1681.32,121.057,5.17135,0.00731,0.4388,0.09219,0.15165,0.09927,162.156,7.60462,0.00968,0.0093268,0.0093268,0.0093268
36,1728.26,113.043,5.22258,0.00754,0.38174,0.11555,0.13981,0.0926,167.187,7.57084,0.01001,0.009307,0.009307,0.009307
37,1775.01,114.29,5.11864,0.00757,0.3912,0.11578,0.14218,0.09374,166.329,7.54039,0.00946,0.0092872,0.0092872,0.0092872
38,1821.93,123.984,5.14653,0.00716,0.44335,0.1298,0.13747,0.08968,161.853,7.50258,0.0089,0.0092674,0.0092674,0.0092674
39,1868.94,118.761,5.02961,0.00741,0.3694,0.13848,0.15323,0.0993,165.914,7.39737,0.00945,0.0092476,0.0092476,0.0092476
40,1915.74,116.727,5.15421,0.00756,0.39777,0.14326,0.15924,0.10267,163.752,7.42232,0.00951,0.0092278,0.0092278,0.0092278
41,1963.11,117.125,4.93679,0.00726,0.41937,0.14537,0.15441,0.10135,167.429,7.27299,0.0094,0.009208,0.009208,0.009208
42,2010.33,116.335,4.92232,0.00744,0.33352,0.16477,0.16042,0.10446,168.257,7.29335,0.00972,0.0091882,0.0091882,0.0091882
43,2057.29,115.172,4.89146,0.00724,0.38197,0.17192,0.17646,0.11363,163.372,7.23892,0.0089,0.0091684,0.0091684,0.0091684
44,2104.17,113.068,4.95486,0.00726,0.34442,0.18184,0.17347,0.11134,168.863,7.20554,0.00959,0.0091486,0.0091486,0.0091486
45,2150.93,113.075,4.9193,0.00725,0.31029,0.19435,0.16853,0.10892,168.863,7.20607,0.0098,0.0091288,0.0091288,0.0091288
46,2197.92,121.193,4.79917,0.00719,0.33989,0.19438,0.17884,0.11338,165.786,7.09133,0.00925,0.009109,0.009109,0.009109
47,2244.89,119.569,4.67878,0.00718,0.31053,0.22196,0.18289,0.11373,168.148,7.09319,0.00909,0.0090892,0.0090892,0.0090892
48,2292.27,119.387,4.70354,0.00746,0.30379,0.22911,0.16894,0.10277,170.697,7.09951,0.00924,0.0090694,0.0090694,0.0090694
49,2339.37,114.129,4.71577,0.00738,0.32425,0.23921,0.18788,0.11583,171.389,7.01082,0.00954,0.0090496,0.0090496,0.0090496
50,2386.44,114.983,4.72004,0.00708,0.32239,0.25552,0.19595,0.12291,166.887,6.94174,0.00931,0.0090298,0.0090298,0.0090298
51,2433.24,114.766,4.67348,0.00732,0.33273,0.27687,0.20744,0.12385,167.184,6.91006,0.00898,0.00901,0.00901,0.00901
52,2480.23,121.39,4.58786,0.00697,0.31371,0.25111,0.19852,0.12472,165.796,6.84956,0.00904,0.0089902,0.0089902,0.0089902
53,2527.23,115.815,4.56293,0.00723,0.33088,0.28155,0.21716,0.13619,164.43,6.78327,0.00944,0.0089704,0.0089704,0.0089704
